,project_number,year_range,location_name,block_group,distance
6417,[170 -04] 39743,2019-2023,On S Rockwell St From W 54th St To W 55th St,170316305002,0.16511681325167377
6418,[170 -04] 39743,2019-2023,On S Rockwell St From W 54th St To W 55th St,170316305002,0.017545185900706254
6419,[170 -02] 38885,2016-2020,On E 110th St From S Avenue L To S State Line Rd,170315206001,0.0015391575216334504
6420,[170 -02] 38885,2016-2020,On E 110th St From S Avenue O To S Avenue B,170315206001,0.25245409469939634
6421,[170 -02] 38885,2016-2020,On E 110th St From S Avenue O To S Avenue B,170315206001,0.10382880303793286
6422,[170 -02] 38885,2017-2021,On E 110th St From S Avenue L To S State Line Rd,170315206001,0.0015391575216334504
6423,[170 -02] 38885,2017-2021,On E 110th St From S Avenue O To S Avenue B,170315206001,0.25245409469939634
6424,[170 -02] 38885,2017-2021,On E 110th St From S Avenue O To S Avenue B,170315206001,0.10382880303793286
6425,[170 -02] 38885,2015-2019,On E 110th St From S Avenue L To S State Line Rd,170315206001,0.0015391575216334504
6426,[170 -02] 38885,2015-2019,On E 110th St From S Avenue O To S Avenue B,170315206001,0.25245409469939634
6427,[170 -02] 38885,2015-2019,On E 110th St From S Avenue O To S Avenue B,170315206001,0.10382880303793286
6428,[170 -02] 38885,2014-2018,On E 110th St From S Avenue L To S State Line Rd,170315206001,0.0015391575216334504
6429,[170 -02] 38885,2014-2018,On E 110th St From S Avenue O To S Avenue B,170315206001,0.25245409469939634
6430,[170 -02] 38885,2014-2018,On E 110th St From S Avenue O To S Avenue B,170315206001,0.10382880303793286
6431,[170 -04] 39743,2019-2023,On S Rockwell St From W 54th St To W 55th St,170316305003,0.01893784616948099
6432,[170 -04] 37898,2016-2020,On W 59th St From S Kedzie Ave To S Rockwell St,170318351003,0.3025315457353643
6433,[170 -04] 37898,2017-2021,On W 59th St From S Kedzie Ave To S Rockwell St,170318351003,0.3025315457353643
6434,[170 -02] 38801,2016-2020,On W Peterson Ave From N North Shore Channel To N Kedvale Ave,170311407011,0.4438269054120603
6435,[170 -04] 37898,2016-2020,On N Lorel Ave From W Altgeld St To W Fullerton Ave,170311907022,0.0014752710627713424
6436,[170 -04] 37898,2017-2021,On N Lorel Ave From W Altgeld St To W Fullerton Ave,170311907022,0.0014752710627713424
6437,[170 -04] 38342,2017-2021,On S Homan Ave From W 16th St To W 26th St,170318416001,0.25879754868411087
6438,[170 -04] 38342,2017-2021,On W Ogden Ave From S Homan Ave To S Albany Ave,170318416001,0.385147495169033
6439,[170 -04] 38342,2017-2021,On W Ogden Ave From S Millard Ave To S Albany Ave,170318416001,0.4380378843211222
6440,[170 -04] 38342,2018-2022,On S Homan Ave From W 16th St To W 26th St,170318416001,0.25879754868411087
6441,[170 -04] 38342,2018-2022,On W Ogden Ave From S Homan Ave To S Albany Ave,170318416001,0.385147495169033
6442,[170 -04] 38342,2018-2022,On W Ogden Ave From S Millard Ave To S Albany Ave,170318416001,0.4380378843211222
6443,[170 -04] 39029,2018-2022,On W Ogden Ave From S Homan Ave To S Albany Ave,170318416001,0.385147495169033
6444,[170 -04] 39029,2018-2022,On W Ogden Ave From S Millard Ave To S Albany Ave,170318416001,0.4380378843211222
6445,[170 -04] 39029,2019-2023,On W Ogden Ave From S Homan Ave To S Albany Ave,170318416001,0.385147495169033
6446,[170 -04] 39029,2019-2023,On W Ogden Ave From S Millard Ave To S Albany Ave,170318416001,0.4380378843211222
6447,[170 -04] 37896,2014-2018,On N Central Ave From W Wrightwood Ave To W Fullerton Ave,170311907021,0.20593903607521188
6448,[170 -02] 38791,2014-2018,On W 60th St From S Neenah Ave To S Natchez Ave,170318350003,0.20227293895752202
6449,[170 -04] 37896,2014-2018,On W 63rd St From S Sacramento Ave To S Rockwell St,170318350003,0.2017877421574895
6450,[170 -04] 37898,2017-2021,2400-2144 W Bross Ave,170318412002,0.7782631954085675
6451,[170 -02] 38040,2014-2018,On S Hoyne Ave From W Cermak Rd To W 18th St,170318412002,0.10764126731451329
6452,[170 -02] 37719,2014-2018,On S Prairie Ave From E 116th St To E 117th St,170315301002,0.123656910144494
6453,[170 -04] 37896,2014-2018,On W 15th St From S Throop St To S Racine Ave,170318429003,0.1838516932731014
6454,[170 -04] 38342,2017-2021,1600-1950 W Roosevelt Rd,170318429001,0.16175640030909216
6455,[170 -04] 38342,2018-2022,1600-1950 W Roosevelt Rd,170318429001,0.16175640030909216
6456,[170 -04] 37896,2014-2018,1525-1532 S Throop St,170318429001,0.183910473508374
6457,[170 -04] 37896,2014-2018,On W 15th St From S Throop St To S Racine Ave,170318429001,0.019192932371410284
6458,[170 -04] 38342,2017-2021,On S Hamlin Ave From W 16th St To W 26th St,170318387001,0.000353846375138331
6459,[170 -04] 38342,2018-2022,On S Hamlin Ave From W 16th St To W 26th St,170318387001,0.000353846375138331
6460,[170 -04] 39029,2018-2022,On S Hamlin Ave From W 16th St To W 26th St,170318387001,0.000353846375138331
6461,[170 -04] 39029,2019-2023,On S Hamlin Ave From W 16th St To W 26th St,170318387001,0.000353846375138331
6462,[170 -04] 39743,2019-2023,On W 16th St From S Avers Ave To S Millard Ave,170318387001,0.09832780435105322
6463,[170 -04] 38342,2017-2021,On S Homan Ave From W 16th St To W 26th St,170318417001,0.2049748264593077
6464,[170 -04] 38342,2017-2021,On S Albany Ave From W Cermak Rd To W 26th St,170318417001,0.0018989969609526014
6465,[170 -04] 39029,2018-2022,On S Albany Ave From W Cermak Rd To W 26th St,170318417001,0.0018989969609526014
6466,[170 -04] 38342,2018-2022,On S Homan Ave From W 16th St To W 26th St,170318417001,0.2049748264593077
6467,[170 -04] 38342,2018-2022,On S Albany Ave From W Cermak Rd To W 26th St,170318417001,0.0018989969609526014
6468,[170 -04] 39029,2019-2023,On S Albany Ave From W Cermak Rd To W 26th St,170318417001,0.0018989969609526014
6469,[170 -04] 37896,2014-2018,On S Wallace St From W 58th St To W 59th St,170317301003,0.4062745435744204
6470,[170 -02] 37793,2015-2019,On W Altgeld St From N Sawyer Ave To N Kedzie Blvd,170312206011,0.014859551819176553
6471,[170 -04] 37898,2016-2020,On N Kimball Ave From W Fullerton Ave To W Schubert Ave,170312206011,0.17668492281899012
6472,[170 -02] 37793,2014-2018,On W Altgeld St From N Sawyer Ave To N Kedzie Blvd,170312206011,0.014859551819176553
6473,[170 -04] 37896,2014-2018,2400-2600 N Kedzie Blvd,170312206011,0.17945825625522757
6474,[170 -04] 37896,2014-2018,On S Wallace St From W 58th St To W 59th St,170315302005,0.02194499947080399
6475,[170 -04] 37896,2014-2018,On S Wallace St From W 58th St To W 59th St,170315302005,0.3719593299125874
6476,[170 -02] 37719,2014-2018,On S Prairie Ave From E 116th St To E 117th St,170315301001,0.0009810607694815364
6477,[170 -02] 37719,2014-2018,On S Prairie Ave From E 116th St To E 117th St,170315301001,0.010430640302998654
6478,[170 -04] 38342,2017-2021,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,170311502002,0.974342393656421
6479,[170 -04] 38342,2018-2022,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,170311502002,0.974342393656421
6480,[170 -04] 39743,2019-2023,On W Lawrence Ave From N Lavergne Ave To N Cicero Ave,170311502002,0.19757211354083087
6481,[170 -04] 39743,2019-2023,On W Lawrence Ave From N Lavergne Ave To N Cicero Ave,170311502002,0.005335162006902281
6482,[170 -02] 37719,2014-2018,On N Laporte Ave From W Montrose Ave To W Wilson Ave,170311502002,0.3492766763190256
6483,[170 -02] 37719,2014-2018,On N Laporte Ave From W Montrose Ave To W Wilson Ave,170311502002,0.0066532817781993795
6484,[170 -04] 37896,2014-2018,On N Cicero Ave From W Montrose Ave To W Berteau Ave,170311502002,0.10092363858194921
6485,[170 -02] 38885,2016-2020,On E 110th St From S Avenue L To S State Line Rd,170315203004,0.047020012646117666
6486,[170 -02] 38885,2016-2020,On E 110th St From S Avenue L To S State Line Rd,170315203004,0.04966584179860085
6487,[170 -02] 38885,2016-2020,On S Avenue L From E 107th St To E 109th St,170315203004,0.00011119590122210039
6488,[170 -02] 38885,2016-2020,On E 110th St From S Avenue O To S Avenue B,170315203004,0.04425295488524255
6489,[170 -02] 38885,2017-2021,On E 110th St From S Avenue L To S State Line Rd,170315203004,0.047020012646117666
6490,[170 -02] 38885,2017-2021,On E 110th St From S Avenue L To S State Line Rd,170315203004,0.04966584179860085
6491,[170 -02] 38885,2017-2021,On S Avenue L From E 107th St To E 109th St,170315203004,0.00011119590122210039
6492,[170 -02] 38885,2017-2021,On E 110th St From S Avenue O To S Avenue B,170315203004,0.04425295488524255
6493,[170 -02] 38885,2015-2019,On E 110th St From S Avenue L To S State Line Rd,170315203004,0.047020012646117666
6494,[170 -02] 38885,2015-2019,On E 110th St From S Avenue L To S State Line Rd,170315203004,0.04966584179860085
6495,[170 -02] 38885,2015-2019,On S Avenue L From E 107th St To E 109th St,170315203004,0.00011119590122210039
6496,[170 -02] 38885,2015-2019,On E 110th St From S Avenue O To S Avenue B,170315203004,0.04425295488524255
6497,[170 -02] 38885,2014-2018,On E 110th St From S Avenue L To S State Line Rd,170315203004,0.047020012646117666
6498,[170 -02] 38885,2014-2018,On E 110th St From S Avenue L To S State Line Rd,170315203004,0.04966584179860085
6499,[170 -02] 38885,2014-2018,On E 110th St From S Avenue O To S Avenue B,170315203004,0.04425295488524255
6500,[170 -02] 38885,2014-2018,On S Avenue L From E 107th St To E 109th St,170315203004,0.00011119590122210039
6501,[170 -02] 38885,2016-2020,On E 110th St From S Avenue L To S State Line Rd,170315205002,0.5843684135029362
6502,[170 -02] 38885,2016-2020,On E 110th St From S Avenue O To S Avenue B,170315205002,0.48580769052565675
6503,[170 -02] 38885,2017-2021,On E 110th St From S Avenue L To S State Line Rd,170315205002,0.5843684135029362
6504,[170 -02] 38885,2017-2021,On E 110th St From S Avenue O To S Avenue B,170315205002,0.48580769052565675
6505,[170 -02] 38885,2015-2019,On E 110th St From S Avenue L To S State Line Rd,170315205002,0.5843684135029362
6506,[170 -02] 38885,2015-2019,On E 110th St From S Avenue O To S Avenue B,170315205002,0.48580769052565675
6507,[170 -02] 38885,2014-2018,On E 110th St From S Avenue L To S State Line Rd,170315205002,0.5843684135029362
6508,[170 -02] 38885,2014-2018,On E 110th St From S Avenue O To S Avenue B,170315205002,0.48580769052565675
6509,[170 -02] 38309,2017-2021,On N Laramie Ave From W Diversey Ave To W Nelson St,170311902004,0.20173114840582668
6510,[170 -02] 38309,2018-2022,On N Laramie Ave From W Diversey Ave To W Nelson St,170311902004,0.20173114840582668
6511,[170 -02] 38309,2019-2023,On N Laramie Ave From W Diversey Ave To W Nelson St,170311902004,0.20173114840582668
6512,[170 -04] 37896,2014-2018,On N Laramie Ave From W Diversey Ave To W Schubert Ave,170311902004,0.0015158473111057619
6513,[170 -04] 37896,2014-2018,On S Wallace St From W 58th St To W 59th St,170315302004,0.008505177974549598
6514,[170 -04] 37896,2014-2018,On S Wallace St From W 58th St To W 59th St,170315302004,0.20253621715377373
6515,[170 -02] 38309,2017-2021,On N Laramie Ave From W Diversey Ave To W Nelson St,170311902003,0.2031318483829436
6516,[170 -02] 38309,2018-2022,On N Laramie Ave From W Diversey Ave To W Nelson St,170311902003,0.2031318483829436
6517,[170 -02] 38309,2019-2023,On N Laramie Ave From W Diversey Ave To W Nelson St,170311902003,0.2031318483829436
6518,[170 -04] 37896,2014-2018,On W Ardmore Ave From N Lake Shore Dr To N Broadway,170310804002,0.08179219020642406
6519,[170 -04] 37898,2016-2020,On S Ashland Ave From S Archer Ave To W Pershing Rd,170318404001,0.4911773297028247
6520,[170 -04] 37898,2016-2020,3110-3900 S Ashland Ave,170318404001,0.08350042029236604
6521,[170 -04] 37898,2017-2021,On S Ashland Ave From S Archer Ave To W Pershing Rd,170318404001,0.4911773297028247
6522,[170 -04] 37898,2017-2021,3110-3900 S Ashland Ave,170318404001,0.08350042029236604
6523,[170 -04] 39743,2019-2023,On W Oakdale Ave From N Racine Ave To N Sheffield Ave,170310629001,0.1741357352017443
6524,[170 -02] 37719,2014-2018,150-200 E 109th St,170314909011,0.3428405030293063
6525,[170 -04] 37898,2016-2020,On N Jersey Ave From W Ardmore Ave To W Bryn Mawr Ave,170311303003,0.19578703691316787
6526,[170 -04] 37898,2017-2021,On N Jersey Ave From W Ardmore Ave To W Bryn Mawr Ave,170311303003,0.19578703691316787
6527,[170 -04] 37896,2014-2018,On W Thorndale Ave From N Keystone Ave To N Pulaski Rd,170311303003,0.41759214183147714
6528,[170 -04] 37898,2016-2020,On N La Salle Dr From W Chicago Ave To W Oak St,170310810002,0.2869253645274536
6529,[170 -04] 37898,2017-2021,On N La Salle Dr From W Chicago Ave To W Oak St,170310810002,0.2869253645274536
6530,[170 -04] 37896,2014-2018,On N La Salle Dr From W Chicago Ave To W Oak St,170310810002,0.2869253645274536
6531,[170 -04] 37896,2014-2018,On W Chestnut St From N Dearborn St To N Orleans St,170310810002,0.25023740106995973
6532,[170 -02] 37793,2015-2019,On W 87th St From S Winchester Ave To S Honore St,170317113001,0.088242678121825
6533,[170 -04] 37898,2016-2020,On W 87th St From S Damen Ave To S Wood St,170317113001,0.1879510997683159
6534,[170 -04] 37898,2017-2021,On W 87th St From S Damen Ave To S Wood St,170317113001,0.1879510997683159
6535,[170 -02] 37793,2014-2018,On W 87th St From S Winchester Ave To S Honore St,170317113001,0.088242678121825
6536,[170 -02] 37719,2014-2018,On N Laporte Ave From W Montrose Ave To W Wilson Ave,170311502004,0.05000983516958266
6537,[170 -04] 37896,2014-2018,On N Cicero Ave From W Montrose Ave To W Berteau Ave,170311502001,0.09959303559635944
6538,[170 -04] 37898,2016-2020,On W 59th St From S Melvina Ave To S Mason Ave,170316403004,0.20531521417920404
6539,[170 -04] 37898,2017-2021,On W 59th St From S Melvina Ave To S Mason Ave,170316403004,0.20531521417920404
6540,[170 -02] 38791,2014-2018,On W 60th St From S Neenah Ave To S Natchez Ave,170316403004,0.8094717743217983
6541,[170 -04] 37898,2016-2020,On S Ashland Ave From S Archer Ave To W Pershing Rd,170315907002,0.8174723171876164
6542,[170 -04] 37898,2016-2020,3110-3900 S Ashland Ave,170315907002,0.8184754441453173
6543,[170 -04] 37898,2017-2021,On S Ashland Ave From S Archer Ave To W Pershing Rd,170315907002,0.8174723171876164
6544,[170 -04] 37898,2017-2021,3110-3900 S Ashland Ave,170315907002,0.8184754441453173
6545,[170 -02] 36606,2014-2018,On W 37th St From S Archer Ave To S Paulina St,170315907002,0.0007680836359096489
6546,[170 -04] 37898,2016-2020,On W 57th St From S Mobile Ave To S Mason Ave,170315611006,0.10184441233719754
6547,[170 -04] 37898,2016-2020,On W 59th St From S Narragansett Ave To S Melvina Ave,170315611006,0.3028232742291472
6548,[170 -04] 37898,2017-2021,On W 57th St From S Mobile Ave To S Mason Ave,170315611006,0.10184441233719754
6549,[170 -04] 37898,2017-2021,On W 59th St From S Narragansett Ave To S Melvina Ave,170315611006,0.3028232742291472
6550,[170 -02] 37719,2014-2018,On W 65th St From S Fairfield Ave To S Sacramento Ave,170316606003,0.09855251218336301
6551,[170 -04] 37896,2014-2018,On S Wallace St From W 58th St To W 59th St,170317115001,0.8082079764687561
6552,[170 -04] 39029,2018-2022,On S Wabash Ave From E 111th St To E 110th St,170318411003,0.18959167931932197
6553,[170 -04] 39029,2019-2023,On S Wabash Ave From E 111th St To E 110th St,170318411003,0.18959167931932197
6554,[170 -04] 39743,2019-2023,On N Leavitt St From W North Ave To W Division St,170312412001,0.00834674786861375
6555,[170 -04] 39743,2019-2023,On N Leavitt St From W North Ave To W Division St,170312412001,0.0031224036371018996
6556,[170 -04] 39743,2019-2023,On N Leavitt St From W North Ave To W Division St,170312412001,0.0952448310821462
6557,[170 -04] 39743,2019-2023,On N Leavitt St From W North Ave To W Division St,170312412001,0.2731883618157905
6558,[170 -04] 37898,2016-2020,On N Claremont Ave From N Division St To N Potomac Ave,170312412002,0.6047730804559892
6559,[170 -04] 37898,2017-2021,On N Claremont Ave From N Division St To N Potomac Ave,170312412002,0.6047730804559892
6560,[170 -02] 38309,2017-2021,On W Byron St From N Sayre Ave To N Nottingham Ave,170311703003,0.0029043341981312824
6561,[170 -02] 38309,2017-2021,On N Sayre Ave From W Grace St To W Irving Park Rd,170311703003,0.40540400630770534
6562,[170 -02] 38309,2018-2022,On W Byron St From N Sayre Ave To N Nottingham Ave,170311703003,0.0029043341981312824
6563,[170 -02] 38309,2018-2022,On N Sayre Ave From W Grace St To W Irving Park Rd,170311703003,0.40540400630770534
6564,[170 -02] 38309,2019-2023,On W Byron St From N Sayre Ave To N Nottingham Ave,170311703003,0.0029043341981312824
6565,[170 -02] 38309,2019-2023,On N Sayre Ave From W Grace St To W Irving Park Rd,170311703003,0.40540400630770534
6566,[170 -02] 38801,2016-2020,On W Peterson Ave From N North Shore Channel To N Kedvale Ave,170310818001,0.4285412988067012
6567,[170 -04] 37898,2016-2020,On N Claremont Ave From N Division St To N Potomac Ave,170310209013,0.6020571779241817
6568,[170 -04] 37898,2017-2021,On N Claremont Ave From N Division St To N Potomac Ave,170310209013,0.6020571779241817
6569,[170 -04] 39029,2018-2022,On N Western Ave From W Lake St To W Warren Blvd,170310209013,0.6019128276750301
6570,[170 -04] 39029,2019-2023,On N Western Ave From W Lake St To W Warren Blvd,170310209013,0.6019128276750301
6571,[170 -04] 38342,2017-2021,On N Octavia Ave From W Byron St To W Cornelia Ave,170311708001,0.2022489247414942
6572,[170 -04] 38342,2018-2022,On N Octavia Ave From W Byron St To W Cornelia Ave,170311708001,0.2022489247414942
6573,[170 -04] 39029,2018-2022,On N Octavia Ave From W Byron St To W Cornelia Ave,170311708001,0.2022489247414942
6574,[170 -04] 39029,2019-2023,On N Octavia Ave From W Byron St To W Cornelia Ave,170311708001,0.2022489247414942
6575,[170 -04] 38342,2017-2021,On N Octavia Ave From W Byron St To W Cornelia Ave,170311704001,0.20238945745366632
6576,[170 -04] 38342,2017-2021,7400-7749 W Forest Preserve Ave,170311704001,0.013149122859202562
6577,[170 -04] 38342,2018-2022,On N Octavia Ave From W Byron St To W Cornelia Ave,170311704001,0.20238945745366632
6578,[170 -04] 38342,2018-2022,7400-7749 W Forest Preserve Ave,170311704001,0.013149122859202562
6579,[170 -04] 39029,2018-2022,On N Octavia Ave From W Byron St To W Cornelia Ave,170311704001,0.20238945745366632
6580,[170 -04] 39029,2019-2023,On N Octavia Ave From W Byron St To W Cornelia Ave,170311704001,0.20238945745366632
6581,[170 -04] 37898,2016-2020,On W 59th St From S Kedzie Ave To S Rockwell St,170318351004,0.1010823153778437
6582,[170 -04] 37898,2017-2021,On W 59th St From S Kedzie Ave To S Rockwell St,170318351004,0.1010823153778437
6583,[170 -02] 40773,2017-2021,On N Elbridge Ave From W Barry Ave To N Drake Ave,170312106013,0.0014748296856046303
6584,[170 -02] 40773,2017-2021,On N Elbridge Ave From W Barry Ave To N Drake Ave,170312106013,0.15333045995408492
6585,[170 -02] 40773,2018-2022,On N Elbridge Ave From W Barry Ave To N Drake Ave,170312106013,0.0014748296856046303
6586,[170 -02] 40773,2018-2022,On N Elbridge Ave From W Barry Ave To N Drake Ave,170312106013,0.15333045995408492
6587,[170 -02] 40773,2019-2023,On N Elbridge Ave From W Barry Ave To N Drake Ave,170312106013,0.0014748296856046303
6588,[170 -02] 40773,2019-2023,On N Elbridge Ave From W Barry Ave To N Drake Ave,170312106013,0.15333045995408492
6589,[170 -02] 38309,2017-2021,On N Laramie Ave From W Diversey Ave To W Nelson St,170311902002,0.09743951792813738
6590,[170 -02] 38309,2018-2022,On N Laramie Ave From W Diversey Ave To W Nelson St,170311902002,0.09743951792813738
6591,[170 -02] 38309,2019-2023,On N Laramie Ave From W Diversey Ave To W Nelson St,170311902002,0.09743951792813738
6592,[170 -04] 37896,2014-2018,On W 111th St From S California Ave To S Washtenaw Ave,170318233041,0.0008297220728841849
6593,[170 -04] 37898,2016-2020,On S Merrill Ave From E 69th St To E 70th St,170314301013,0.003553608282072066
6594,[170 -04] 37898,2017-2021,On S Merrill Ave From E 69th St To E 70th St,170314301013,0.003553608282072066
6595,[170 -04] 37898,2016-2020,On N Claremont Ave From N Division St To N Potomac Ave,170310209011,0.2022219981480279
6596,[170 -04] 37898,2017-2021,On N Claremont Ave From N Division St To N Potomac Ave,170310209011,0.2022219981480279
6597,[170 -04] 39029,2018-2022,On N Western Ave From W Lake St To W Warren Blvd,170310209011,0.2022142036557577
6598,[170 -04] 39029,2019-2023,On N Western Ave From W Lake St To W Warren Blvd,170310209011,0.2022142036557577
6599,[170 -04] 37898,2016-2020,On N Kimball Ave From W Fullerton Ave To W Schubert Ave,170312206022,0.20404049079703962
6600,[170 -02] 38309,2017-2021,On W Byron St From N Sayre Ave To N Nottingham Ave,170311703004,0.20400146204135125
6601,[170 -02] 38309,2017-2021,On N Sayre Ave From W Grace St To W Irving Park Rd,170311703004,0.008405896363270418
6602,[170 -02] 38309,2018-2022,On W Byron St From N Sayre Ave To N Nottingham Ave,170311703004,0.20400146204135125
6603,[170 -02] 38309,2018-2022,On N Sayre Ave From W Grace St To W Irving Park Rd,170311703004,0.008405896363270418
6604,[170 -02] 38309,2019-2023,On W Byron St From N Sayre Ave To N Nottingham Ave,170311703004,0.20400146204135125
6605,[170 -02] 38309,2019-2023,On N Sayre Ave From W Grace St To W Irving Park Rd,170311703004,0.008405896363270418
6606,[170 -02] 38791,2014-2018,On W 60th St From S Neenah Ave To S Natchez Ave,170316603022,0.2021074170952773
6607,[170 -04] 37898,2016-2020,On W 54th St From S Paulina St To S Ashland Ave,170316119001,0.00844205144872669
6608,[170 -04] 37898,2017-2021,On W 54th St From S Paulina St To S Ashland Ave,170316119001,0.00844205144872669
6609,[170 -02] 38801,2016-2020,On W Peterson Ave From N North Shore Channel To N Kedvale Ave,170311606021,0.12638361615581256
6610,[170 -02] 38309,2017-2021,On W Byron St From N Sayre Ave To N Nottingham Ave,170311703005,0.10056721768212272
6611,[170 -02] 38309,2018-2022,On W Byron St From N Sayre Ave To N Nottingham Ave,170311703005,0.10056721768212272
6612,[170 -02] 38309,2019-2023,On W Byron St From N Sayre Ave To N Nottingham Ave,170311703005,0.10056721768212272
6613,[170 -04] 39743,2019-2023,On S Peoria St From W 69th St To W 72nd St,170316811001,0.0009951048819405626
6614,[170 -04] 37898,2016-2020,On N Lotus Ave From W Belmont Ave To W Wellington Ave,170311511003,0.0007639177484620553
6615,[170 -04] 37898,2017-2021,On N Lotus Ave From W Belmont Ave To W Wellington Ave,170311511003,0.0007639177484620553
6616,[170 -04] 39029,2018-2022,On S Wabash Ave From E 111th St To E 110th St,170316911001,0.8081519807604605
6617,[170 -04] 39029,2019-2023,On S Wabash Ave From E 111th St To E 110th St,170316911001,0.8081519807604605
6618,[170 -04] 38342,2017-2021,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,170311602003,0.09197278534777954
6619,[170 -04] 38342,2017-2021,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,170311602003,0.15988368668403174
6620,[170 -04] 38342,2018-2022,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,170311602003,0.09197278534777954
6621,[170 -04] 38342,2018-2022,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,170311602003,0.15988368668403174
6622,[170 -04] 38342,2017-2021,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,170311603002,0.09597815817760735
6623,[170 -04] 38342,2018-2022,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,170311603002,0.09597815817760735
6624,[170 -04] 38342,2017-2021,On N Osceola Ave From W Forest Preserve Ave To W Wellington Ave,170311704004,0.25141202467102514
6625,[170 -04] 38342,2017-2021,7400-7749 W Forest Preserve Ave,170311704004,0.48487741445102406
6626,[170 -04] 38342,2018-2022,On N Osceola Ave From W Forest Preserve Ave To W Wellington Ave,170311704004,0.25141202467102514
6627,[170 -04] 38342,2018-2022,7400-7749 W Forest Preserve Ave,170311704004,0.48487741445102406
6628,[170 -04] 39029,2018-2022,On W Forest Preserve Ave From N Ozanam Ave To N Oketo Ave,170311704004,0.0006988710081906837
6629,[170 -04] 39029,2018-2022,On W Forest Preserve Ave From N Ozanam Ave To N Oketo Ave,170311704004,0.4718263981545306
6630,[170 -04] 39029,2019-2023,On W Forest Preserve Ave From N Ozanam Ave To N Oketo Ave,170311704004,0.0006988710081906837
6631,[170 -04] 39029,2019-2023,On W Forest Preserve Ave From N Ozanam Ave To N Oketo Ave,170311704004,0.4718263981545306
6632,[170 -04] 37896,2014-2018,On N Oketo Ave From W Grace St To W Waveland Ave,170311704004,0.0022384493117063977
6633,[170 -04] 38342,2017-2021,On N Osceola Ave From W Forest Preserve Ave To W Wellington Ave,170311704003,0.40418242343201827
6634,[170 -04] 38342,2017-2021,On N Oleander Ave From W Addison St To W Wellington Ave,170311704003,0.0011820258447173384
6635,[170 -04] 38342,2017-2021,7400-7749 W Forest Preserve Ave,170311704003,0.15043733808932283
6636,[170 -04] 38342,2018-2022,On N Osceola Ave From W Forest Preserve Ave To W Wellington Ave,170311704003,0.40418242343201827
6637,[170 -04] 38342,2018-2022,On N Oleander Ave From W Addison St To W Wellington Ave,170311704003,0.0011820258447173384
6638,[170 -04] 38342,2018-2022,7400-7749 W Forest Preserve Ave,170311704003,0.15043733808932283
6639,[170 -04] 39029,2018-2022,On N Oleander Ave From W Addison St To W Wellington Ave,170311704003,0.0011820258447173384
6640,[170 -04] 39029,2018-2022,On W Forest Preserve Ave From N Ozanam Ave To N Oketo Ave,170311704003,0.14584667463864073
6641,[170 -04] 39029,2019-2023,On N Oleander Ave From W Addison St To W Wellington Ave,170311704003,0.0011820258447173384
6642,[170 -04] 39029,2019-2023,On W Forest Preserve Ave From N Ozanam Ave To N Oketo Ave,170311704003,0.14584667463864073
6643,[170 -04] 37896,2014-2018,On N Oketo Ave From W Grace St To W Waveland Ave,170311704003,0.154168885872658
6644,[170 -02] 38801,2016-2020,On W Peterson Ave From N North Shore Channel To N Kedvale Ave,170311607001,0.35348878690322044
6645,[170 -04] 39743,2019-2023,On N Washtenaw Ave From W Belmont Ave To N Elston Ave,170311607001,0.18736266624270206
6646,[170 -04] 38342,2017-2021,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,170311609002,0.6541405972029538
6647,[170 -04] 38342,2018-2022,On N Central Ave From N Northwest Hwy To N Kennedy Expy Ob,170311609002,0.6541405972029538
6648,[170 -04] 37898,2016-2020,5700-6342 W Grace St,170311702003,0.3459344261154486
6649,[170 -04] 37898,2017-2021,5700-6342 W Grace St,170311702003,0.3459344261154486
6650,[170 -04] 37898,2016-2020,On N Claremont Ave From N Division St To N Potomac Ave,170310404011,0.40465696960723885
6651,[170 -04] 37898,2017-2021,On N Claremont Ave From N Division St To N Potomac Ave,170310404011,0.40465696960723885
6652,[170 -04] 39029,2018-2022,On N Western Ave From W Lake St To W Warren Blvd,170310404011,0.40501284158344253
6653,[170 -04] 39029,2019-2023,On N Western Ave From W Lake St To W Warren Blvd,170310404011,0.40501284158344253
6654,[170 -04] 38342,2017-2021,On N Ozanam Ave From W Addison St To W School St,170311705001,0.0005013239412713841
6655,[170 -04] 38342,2017-2021,On N Opal Ave From W Addison St To W School St,170311705001,0.000150597232314673
6656,[170 -04] 38342,2017-2021,On N Overhill Ave From W Addison St To W Belmont Ave,170311705001,0.0005804330872464447
6657,[170 -04] 38342,2017-2021,7400-7749 W Forest Preserve Ave,170311705001,0.31098457648820227
6658,[170 -04] 38342,2018-2022,On N Ozanam Ave From W Addison St To W School St,170311705001,0.0005013239412713841
6659,[170 -04] 38342,2018-2022,On N Opal Ave From W Addison St To W School St,170311705001,0.000150597232314673
6660,[170 -04] 38342,2018-2022,On N Overhill Ave From W Addison St To W Belmont Ave,170311705001,0.0005804330872464447
