,Unnamed: 0,location_name,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
1151,1346,3200-3240 N Ottawa Ave,3200 N Ottawa Ave,3240 N Ottawa Ave,"[41.938071193673, -87.8177902238044]","[41.939177, -87.818137]",170311707002,170311707002
1152,1347,1600-1950 W Roosevelt Rd,1600 W Roosevelt Rd,1950 W Roosevelt Rd,"[41.8636517, -87.6615283]","[41.867318, -87.674987]",170318429001,170318382002
1153,1348,3210-3242 N Ozanam Ave,3210 N Ozanam Ave,3242 N Ozanam Ave,"[41.93802185916919, -87.82144206793961]","[41.9390679318368, -87.8214895892346]",170311707002,170311707002
1154,1349,3214-3300 N Panama Ave,3214 N Panama Ave,3300 N Panama Ave,"[41.938275, -87.829143]","[41.939496, -87.829193]",170311706001,170311706001
1155,1350,3200-3444 N Paris Ave,3200 N Paris Ave,3444 N Paris Ave,"[41.93793067649081, -87.83004039011999]","[41.942307, -87.830508]",170311706002,170311706002
1156,1351,3600-3940 N Pioneer Ave,3600 N Pioneer Ave,3940 N Pioneer Ave,"[41.945031956708576, -87.83156713194157]","[41.9515535, -87.8319408]",170311705004,170311705003
1157,1352,3220-3346 N Plainfield Ave,3220 N Plainfield Ave,3346 N Plainfield Ave,"[41.93818, -87.833956]","[41.940386501179006, -87.83377559478762]",170311706002,170311706002
1158,1353,134-140 N Western Ave,134 N Western Ave,140 N Western Ave,"[41.88556437717341, -87.68670829182469]","[41.881386519302296, -87.6865803387029]",170318378001,170318378001
1159,1354,2723-3100 S Archer Ave,2723 S Archer Ave,3100 S Archer Ave,"[41.843964, -87.652559]","[41.83762047488891, -87.66599581207548]",170318402001,170318404001
1160,1355,8546-8700 S Cottage Grove Ave,8546 S Cottage Grove Ave,8700 S Cottage Grove Ave,"[41.738955, -87.605464]","[41.736431, -87.605173]",170314402022,170314407001
1161,1356,9176-9232 S Dr Martin Luther King Jr Dr,9176 S Dr Martin Luther King Jr Dr,9232 S Dr Martin Luther King Jr Dr,"[41.726944, -87.614625]","[41.725949, -87.614537]",170314903001,170314903001
1162,1357,2316-2700 W Roosevelt Rd,2316 W Roosevelt Rd,2700 W Roosevelt Rd,"[41.866923, -87.684269]","[41.867359, -87.6944]",170312828001,170318433001
1163,1358,9400-9440 S Indiana Ave,9400 S Indiana Ave,9440 S Indiana Ave,"[41.723477452442125, -87.6190775819822]","[41.722394, -87.619472]",170314903002,170314903002
1164,1359,2100-2130 S Millard Ave,2100 S Millard Ave,2130 S Millard Ave,"[41.85353320957219, -87.7163269779664]","[41.852927, -87.716601]",170318414002,170318414002
1165,1360,2100-2324 S Ridgeway Ave,2100 S Ridgeway Ave,2324 S Ridgeway Ave,"[41.852382181400436, -87.718720733109]","[41.849029, -87.718939]",170318414002,170313006001
1166,1361,2600-2733 W 25th St,2600 W 25th St,2733 W 25th St,"[41.846709, -87.690558]","[41.8457118, -87.6936302]",170313012002,170313012002
1167,1362,2948-3000 W 59th St,2948 W 59th St,3000 W 59th St,"[41.786538, -87.697961]","[41.786458, -87.698659]",170316308004,170316308004
1168,1363,402-500 W 95th St,402 W 95th St,500 W 95th St,"[41.7222523, -87.6340564]","[41.7217426, -87.6361302]",170317301001,170317301001
1169,1364,7852-7892 W Cahill Ter,7852 W Cahill Ter,7892 W Cahill Ter,"[41.946316, -87.824347]","[41.945849, -87.825532]",170311705001,170311705001
1170,1365,7400-7749 W Forest Preserve Ave,7400 W Forest Preserve Ave,7749 W Forest Preserve Ave,"[41.95166446495063, -87.81206716140765]","[41.946547, -87.821408]",170311704001,170311705001
1171,1366,7800-7860 W Forest Preserve Ave,7800 W Forest Preserve Ave,7860 W Forest Preserve Ave,"[41.94660157379991, -87.82226277023102]","[41.94635900350958, -87.82276938929235]",170311705001,170311705001
1172,1367,1026-1100 W Leland Ave,1026 W Leland Ave,1100 W Leland Ave,"[41.9673907, -87.6559012]","[41.967312, -87.657969]",170318307002,170318307002
1173,1368,3200-3236 S Lawndale Ave,3200 S Lawndale Ave,3236 S Lawndale Ave,"[41.83505, -87.717328]","[41.834076, -87.717214]",170318305003,170318305003
1174,1369,2610-2800 W Wilcox St,2610 W Wilcox St,2800 W Wilcox St,"[41.879583, -87.691866]","[41.87931666249036, -87.69663989124047]",170318374002,170318370002
1175,1370,On N Aberdeen St From W Carroll Ave To W Kinzie St,N Aberdeen St And W Carroll Ave,N Aberdeen St And W Kinzie St,"[41.887725, -87.654518]","[41.888967, -87.654564]",170318330001,170318330001
1176,1371,On N Carpenter St From W Randolph St To W Carroll Ave,N Carpenter St And W Randolph St,N Carpenter St And W Carroll Ave,"[41.884336, -87.653284]","[41.88775, -87.653339]",170318330001,170318330001
1177,1372,On N May St From W Randolph St To W Carroll Ave,N May St And W Randolph St,N May St And W Carroll Ave,"[41.884288, -87.655614]","[41.887738, -87.655715]",170318330002,170318330002
1178,1373,On N Racine Ave From W Madison St To W Carroll Ave,N Racine Ave And W Madison St,N Racine Ave And W Carroll Ave,"[41.8816877, -87.6566836]","[41.887718, -87.656875]",170318330002,170318330002
1179,1374,On N Green St From W Randolph St To W Kinzie St,N Green St And W Randolph St,N Green St And W Kinzie St,"[41.88442, -87.648616]","[41.8889983, -87.6486991]",170318330001,170318330001
1180,1375,On W Lake St From N Racine Ave To N Morgan St,W Lake St And N Racine Ave,W Lake St And N Morgan St,"[41.885569, -87.656796]","[41.885587, -87.652116]",170318330002,170318330001
1181,1376,On E 72nd St From S Kimbark Ave To S Dorchester Ave,E 72nd St And S Kimbark Ave,E 72nd St And S Dorchester Ave,"[41.764178, -87.593374]","[41.764195, -87.590927]",170314304001,170314304002
1182,1377,On N Wayne Ave From W Granville Ave To W Devon Ave,N Wayne Ave And W Granville Ave,N Wayne Ave And W Devon Ave,"[41.9945112, -87.6640818]","[41.9981476, -87.6642509]",170310302002,170310302001
1183,1378,On N Western Ave From W Maypole Ave To W Lake St,N Western Ave And W Maypole Ave,N Western Ave And W Lake St,"[41.883924, -87.686469]","[41.884622, -87.686492]",170318378001,170318378001
1184,1380,On N Wolcott Ave From W Kinzie St To W Warren Blvd,N Wolcott Ave And W Kinzie St,N Wolcott Ave And W Warren Blvd,"[41.8887582, -87.6744513]","[41.8822811, -87.674214]",170312804001,170318381002
1185,1381,On S Archer Ave From S Corbett St To S Halsted St,S Archer Ave And S Corbett St,S Archer Ave And S Halsted St,"[41.845864, -87.649163]","[41.8472125, -87.6465235]",170318402001,170318402001
1186,1382,On S Carpenter St From W 99th St To W 100th St,S Carpenter St And W 99th St,S Carpenter St And W 100th St,"[41.713983, -87.649093]","[41.712324, -87.649048]",170317306002,170317306002
1187,1383,On S Cottage Grove Ave From E 86th St To E 87th St,S Cottage Grove Ave And E 86th St,S Cottage Grove Ave And E 87th St,"[41.738455, -87.604803]","[41.736658, -87.604764]",170314401022,170314401022
1188,1384,On N Tripp Ave From W Argyle St To W Ainslie St,N Tripp Ave And W Argyle St,N Tripp Ave And W Ainslie St,"[41.9718223, -87.7342977]","[41.970016, -87.734246]",170311404002,170311404002
1189,1385,On S Essex Ave From E 76th St To E 77th St,S Essex Ave And E 76th St,S Essex Ave And E 77th St,"[41.757199, -87.563916]","[41.755391, -87.563867]",170314313023,170314313012
1190,1386,On S Kenneth Ave From W Lexington St To W Fifth Ave,S Kenneth Ave And W Lexington St,S Kenneth Ave And W Fifth Ave,"[41.8715429, -87.7364904]","[41.8699349, -87.7363969]",170312610001,170318430002
1191,1387,On S Kingston Ave From S Anthony Ave To S South Chicago Ave,S Kingston Ave And S Anthony Ave,S Kingston Ave And S South Chicago Ave,"[41.7336545, -87.5645827]","[41.7351268, -87.5627361]",170314805003,170314606001
1192,1388,On S Peoria St From W 104th St To W 105th St,S Peoria St And W 104th St,S Peoria St And W 105th St,"[41.705079, -87.645222]","[41.703249, -87.645134]",170317307001,170317307001
1193,1389,On S Princeton Ave From W 115th St To W 116th St,S Princeton Ave And W 115th St,S Princeton Ave And W 116th St,"[41.685231, -87.630093]","[41.683398, -87.630041]",170315302004,170315302005
1194,1390,On S Racine Ave From W 104th St To W 105th St,S Racine Ave And W 104th St,S Racine Ave And W 105th St,"[41.7050091, -87.6525209]","[41.703179, -87.652414]",170317307002,170317307002
1195,1391,On S State St From E 104th St To E 104th Pl,S State St And E 104th St,S State St And E 104th Pl,"[41.705338, -87.623484]","[41.704426, -87.62346]",170314910001,170314910001
1196,1392,On S Eggleston Ave From W 107th St To W 108th St,S Eggleston Ave And W 107th St,S Eggleston Ave And W 108th St,"[41.699739, -87.634175]","[41.697917, -87.634127]",170314911002,170314911003
1197,1393,On N Spaulding Ave From W Ardmore Ave To W Hollywood Ave,N Spaulding Ave And W Ardmore Ave,N Spaulding Ave And W Hollywood Ave,"[41.986663, -87.711461]","[41.984863, -87.711375]",170311303003,170311303003
1198,1394,On S Wallace St From W 101st St To W 102nd St,S Wallace St And W 101st St,S Wallace St And W 102nd St,"[41.710627, -87.638062]","[41.708804, -87.638037]",170317305003,170317305003
1199,1395,On N Ridgeway Ave From N Elston Ave To W Belle Plaine Ave,N Ridgeway Ave And N Elston Ave,N Ridgeway Ave And W Belle Plaine Ave,"[41.955333, -87.721529]","[41.955573, -87.721539]",170311604002,170311604001
1200,1396,On E 79th St From S Clyde Ave To S Merrill Ave,E 79th St And S Clyde Ave,E 79th St And S Merrill Ave,"[41.751633, -87.573537]","[41.75165, -87.572333]",170314605007,170314605007
1201,1397,On N Artesian Ave From W Pratt Blvd To W North Shore Ave,N Artesian Ave And W Pratt Blvd,N Artesian Ave And W North Shore Ave,"[42.004993, -87.691298]","[42.003155, -87.691262]",170310206021,170310206021
1202,1398,On N Rogers Ave From N Honore St To N Clark St,N Rogers Ave And N Honore St,N Rogers Ave And N Clark St,"[42.0153063, -87.6768915]","[42.016072, -87.675239]",170310102013,170310102021
1203,1399,On N Keating Ave From N Kilpatrick Ave To N Caldwell Ave,N Keating Ave And N Kilpatrick Ave,N Keating Ave And N Caldwell Ave,"[41.9871986, -87.7471049]","[41.988193, -87.7471161]",170311203004,170311203004
1204,1400,On N Keeler Ave From W Belle Plaine Ave To W Irving Park Rd,N Keeler Ave And W Belle Plaine Ave,N Keeler Ave And W Irving Park Rd,"[41.955446, -87.732464]","[41.953608, -87.732445]",170311603003,170311603002
1205,1401,On N Lakewood Ave From W Arthur Ave To W Devon Ave,N Lakewood Ave And W Arthur Ave,N Lakewood Ave And W Devon Ave,"[42.0004011, -87.6631324]","[41.9981756, -87.6630404]",170310105031,170310105031
1206,1402,On N Laramie Ave From W Ferdinand St To W Lake St,N Laramie Ave And W Ferdinand St,N Laramie Ave And W Lake St,"[41.8889544, -87.7553587]","[41.887183, -87.755283]",170312516003,170312518002
1207,1403,On N Magnolia Ave From N Ridge Ave To W Ardmore Ave,N Magnolia Ave And N Ridge Ave,N Magnolia Ave And W Ardmore Ave,"[41.9844523, -87.6614091]","[41.9881299, -87.6615042]",170310305003,170310305003
1208,1404,On N Hermitage Ave From W Thome Ave To W Granville Ave,N Hermitage Ave And W Thome Ave,N Hermitage Ave And W Granville Ave,"[41.9955884, -87.6734727]","[41.9943835, -87.6733955]",170310303001,170310303001
1209,1405,On N Mason Ave From W Washington Blvd To W West End Ave,N Mason Ave And W Washington Blvd,N Mason Ave And W West End Ave,"[41.882132, -87.77325]","[41.88417, -87.773321]",170312520003,170312520004
1210,1406,On N Meade Ave From W Montrose Ave To W Berteau Ave,N Meade Ave And W Montrose Ave,N Meade Ave And W Berteau Ave,"[41.960335, -87.779452]","[41.9566864, -87.7793096]",170311505013,170311505022
1211,1407,On N Merrimac Ave From W Argyle St To W Strong St,N Merrimac Ave And W Argyle St,N Merrimac Ave And W Strong St,"[41.9721109, -87.7843067]","[41.9703212, -87.784322]",170311103004,170311103005
1212,1408,On N Oak Park Ave From W Grace St To W Addison St,N Oak Park Ave And W Grace St,N Oak Park Ave And W Addison St,"[41.949119, -87.796105]","[41.945487, -87.795964]",170311703001,170311703001
1213,1409,On N Orange Ave From W School St To W Belmont Ave,N Orange Ave And W School St,N Orange Ave And W Belmont Ave,"[41.9394742, -87.8238892]","[41.937803, -87.823798]",170311707003,170311707003
1214,1410,On N Parkside Ave From W Lake St To W Corcoran Pl,N Parkside Ave And W Lake St,N Parkside Ave And W Corcoran Pl,"[41.887198, -87.766732]","[41.887198, -87.766732]",170312514004,170312514004
1215,1411,On N Paulina St From W Devon Ave To W Highland Ave,N Paulina St And W Devon Ave,N Paulina St And W Highland Ave,"[41.997985, -87.672268]","[41.9968562, -87.6719599]",170310303001,170310303001
1216,1412,On N Magnolia Ave From W Rosemont Ave To W Devon Ave,N Magnolia Ave And W Rosemont Ave,N Magnolia Ave And W Devon Ave,"[41.9963683, -87.6617444]","[41.9981915, -87.6618125]",170310302001,170310105031
1217,1413,On S Clyde Ave From E 81st St To E 82nd St,S Clyde Ave And E 81st St,S Clyde Ave And E 82nd St,"[41.747981, -87.573433]","[41.746194, -87.573406]",170314605005,170314605005
1218,1414,On S Central Park Ave From W 26th St To W 28th St,S Central Park Ave And W 26th St,S Central Park Ave And W 28th St,"[41.844395, -87.714789]","[41.840727, -87.714694]",170313006002,170313017012
1219,1415,On N Tripp Ave From W Granville Ave To N Sauganash Ave,N Tripp Ave And W Granville Ave,N Tripp Ave And N Sauganash Ave,"[41.993706, -87.734941]","[41.991192, -87.735247]",170311203001,170311203002
1220,1416,On N Wolcott Ave From W Wilson Ave To W Sunnyside Ave,N Wolcott Ave And W Wilson Ave,N Wolcott Ave And W Sunnyside Ave,"[41.965161, -87.676079]","[41.963322, -87.676051]",170318308001,170318308002
1221,1417,On N Winchester Ave From W Montrose Ave To W Sunnyside Ave,N Winchester Ave And W Montrose Ave,N Winchester Ave And W Sunnyside Ave,"[41.961492, -87.677459]","[41.963318, -87.677525]",170318308003,170318308002
1222,1418,On N Whipple St From N Lincoln Ave To W Ardmore Ave,N Whipple St And N Lincoln Ave,N Whipple St And W Ardmore Ave,"[41.988983, -87.705137]","[41.986737, -87.7053613]",170310207011,170310207011
1223,1419,On N Western Ave From W Lake St To W Warren Blvd,N Western Ave And W Lake St,N Western Ave And W Warren Blvd,"[41.884622, -87.686492]","[41.882128, -87.686545]",170318378001,170318378001
1224,1420,On S Archer Ave From S Ashland Ave To S Poplar Ave,S Archer Ave And S Ashland Ave,S Archer Ave And S Poplar Ave,"[41.837762, -87.665687]","[41.844338, -87.652341]",170318404001,170318402001
1225,1421,On S Constance Ave From E 77th St To E 78th St,S Constance Ave And E 77th St,S Constance Ave And E 78th St,"[41.755193, -87.579682]","[41.75338, -87.579694]",170318342001,170318342001
1226,1422,On S Vernon Ave From E 104th St To E 105th St,S Vernon Ave And E 104th St,S Vernon Ave And E 105th St,"[41.705502, -87.612518]","[41.703668, -87.612454]",170314909024,170314909021
1227,1423,On S Dr Martin Luther King Jr Dr From S Burnside Ave To E 93rd St,S Dr Martin Luther King Jr Dr And S Burnside Ave,S Dr Martin Luther King Jr Dr And E 93rd St,"[41.726872, -87.614282]","[41.725538, -87.614244]",170314903001,170314903001
1228,1424,On S Emerald Ave From W 106th St To W 107th St,S Emerald Ave And W 106th St,S Emerald Ave And W 107th St,"[41.701481, -87.641461]","[41.699648, -87.641412]",170314911005,170314911004
1229,1425,On S Harvard Ave From W 118th St To W 119th St,S Harvard Ave And W 118th St,S Harvard Ave And W 119th St,"[41.679733, -87.63114]","[41.677927, -87.631078]",170315302002,170315305011
1230,1426,On S Kilbourn Ave From W Lexington St To W Fifth Ave,S Kilbourn Ave And W Lexington St,S Kilbourn Ave And W Fifth Ave,"[41.8715298, -87.7378268]","[41.869564, -87.7377678]",170312610001,170318430002
1231,1427,On S Kolmar Ave From W Polk St To W Fifth Ave,S Kolmar Ave And W Polk St,S Kolmar Ave And W Fifth Ave,"[41.8705559, -87.7389281]","[41.869354, -87.7388987]",170312610001,170312610001
1232,1428,On S Michigan Ave From E 102nd St To E 102nd Pl,S Michigan Ave And E 102nd St,S Michigan Ave And E 102nd Pl,"[41.70905, -87.619948]","[41.708131, -87.620077]",170314908005,170314908005
1233,1429,On S Parnell Ave From W 118th St To W 119th St,S Parnell Ave And W 118th St,S Parnell Ave And W 119th St,"[41.6796952, -87.6360588]","[41.677846, -87.6359741]",170315302003,170315305011
1234,1430,On S Princeton Ave From W 102nd St To W 102nd Pl,S Princeton Ave And W 102nd St,S Princeton Ave And W 102nd Pl,"[41.708896, -87.630723]","[41.7080388, -87.6307293]",170314907003,170314907003
1235,1431,On N Talman Ave From W Fargo Ave To W Jarvis Ave,N Talman Ave And W Fargo Ave,N Talman Ave And W Jarvis Ave,"[42.016688, -87.6961244]","[42.0157793, -87.6961512]",170310202004,170310202002
1236,1432,On S Dearborn St From W Congress Pkwy To W Polk St,S Dearborn St And W Congress Pkwy,S Dearborn St And W Polk St,"[41.875736, -87.629242]","[41.872282, -87.62915]",170318391002,170318390004
1237,1433,On N Mason Ave From W Berteau Ave To W Belle Plaine Ave,N Mason Ave And W Berteau Ave,N Mason Ave And W Belle Plaine Ave,"[41.95672, -87.77566]","[41.954896, -87.775584]",170311504023,170311504022
1238,1435,On E 83rd St From S State St To S Dr Martin Luther King Jr Dr,E 83rd St And S State St,E 83rd St And S Dr Martin Luther King Jr Dr,"[41.743727, -87.624366]","[41.743813, -87.614757]",170318424001,170314403002
1239,1436,On N Bernard St From W Granville Ave To W Glenlake Ave,N Bernard St And W Granville Ave,N Bernard St And W Glenlake Ave,"[41.9937857, -87.7153194]","[41.9920084, -87.7152823]",170311301003,170311301003
1240,1437,On N Christiana Ave From W Hollywood Ave To W Bryn Mawr Ave,N Christiana Ave And W Hollywood Ave,N Christiana Ave And W Bryn Mawr Ave,"[41.984849, -87.71259]","[41.983023, -87.712536]",170311303003,170311303004
1241,1438,On N Hartland Ct From W Ohio St To W Grand Ave,N Hartland Ct And W Ohio St,N Hartland Ct And W Grand Ave,"[41.892387, -87.6712454]","[41.8909388, -87.6712056]",170312432002,170312432002
1242,1439,On N Keeler Ave From W Ainslie St To W Lawrence Ave,N Keeler Ave And W Ainslie St,N Keeler Ave And W Lawrence Ave,"[41.970025, -87.732986]","[41.968213, -87.732946]",170311404001,170311404001
1243,1440,On N Kilpatrick Ave From N Knox Ave To N Keating Ave,N Kilpatrick Ave And N Knox Ave,N Kilpatrick Ave And N Keating Ave,"[41.9885197, -87.7458967]","[41.987199, -87.747105]",170311203004,170311203004
1244,1441,On N Rockwell St From W Pratt Blvd To W North Shore Ave,N Rockwell St And W Pratt Blvd,N Rockwell St And W North Shore Ave,"[42.004934, -87.694962]","[42.00309, -87.694934]",170310206024,170310206024
1245,1442,On N Lakewood Ave From W Rosemont Ave To W Devon Ave,N Lakewood Ave And W Rosemont Ave,N Lakewood Ave And W Devon Ave,"[41.9963881, -87.662971]","[41.9981756, -87.6630404]",170310302001,170310105031
1246,1443,On N Magnolia Ave From W Arthur Ave To W Devon Ave,N Magnolia Ave And W Arthur Ave,N Magnolia Ave And W Devon Ave,"[42.000413, -87.6619131]","[41.9981915, -87.6618125]",170310105031,170310105031
1247,1444,On N Mayfield Ave From W Lake St To W Corcoran Pl,N Mayfield Ave And W Lake St,N Mayfield Ave And W Corcoran Pl,"[41.887947, -87.772009]","[41.887125, -87.771976]",170312514004,170312514004
1248,1445,On N Melvina Ave From W Montrose Ave To W Berteau Ave,N Melvina Ave And W Montrose Ave,N Melvina Ave And W Berteau Ave,"[41.960301, -87.781881]","[41.9566425, -87.7817903]",170311505013,170311505021
1249,1446,On N Mobile Ave From W Montrose Ave To W Berteau Ave,N Mobile Ave And W Montrose Ave,N Mobile Ave And W Berteau Ave,"[41.960265, -87.784335]","[41.9566002, -87.7842299]",170311505021,170311505023
1250,1447,On N Normandy Ave From W Higgins Ave To W Berwyn Ave,N Normandy Ave And W Higgins Ave,N Normandy Ave And W Berwyn Ave,"[41.978186, -87.793886]","[41.9772009, -87.7939137]",170311006002,170311006002
1251,1448,On N Oliphant Ave From W Pratt Ave To N Olmsted Ave,N Oliphant Ave And W Pratt Ave,N Oliphant Ave And N Olmsted Ave,"[42.0042105, -87.8145861]","[42.002085, -87.816818]",170310902004,170310902003
1252,1449,On N Parkside Ave From W Lake St To W Fulton St,N Parkside Ave And W Lake St,N Parkside Ave And W Fulton St,"[41.887198, -87.766732]","[41.8857, -87.766665]",170312514004,170312520001
1253,1450,On N Leclaire Ave From W Chicago Ave To W Erie St,N Leclaire Ave And W Chicago Ave,N Leclaire Ave And W Erie St,"[41.894981, -87.753146]","[41.892217, -87.7530614]",170312511003,170312516003
1254,1451,On W Lexington St From S Independence Blvd To S Central Park Ave,W Lexington St And S Independence Blvd,W Lexington St And S Central Park Ave,"[41.871669, -87.720312]","[41.871764, -87.715601]",170312609001,170312705001
1255,1452,On W North Shore Ave From N Ravenswood Ave To N Hermitage Ave,W North Shore Ave And N Ravenswood Ave,W North Shore Ave And N Hermitage Ave,"[42.0034789, -87.6751845]","[42.0034997, -87.6739519]",170318306004,170318306002
1256,1453,On W Palatine Ave From N Olcott Ave To N Avondale Ave,W Palatine Ave And N Olcott Ave,W Palatine Ave And N Avondale Ave,"[41.9954616, -87.8136394]","[41.995493, -87.807446]",170311003005,170310903001
1257,1454,On W Roosevelt Rd From S Independence Blvd To S Avers Ave,W Roosevelt Rd And S Independence Blvd,W Roosevelt Rd And S Avers Ave,"[41.8662562, -87.7194997]","[41.86623, -87.721494]",170318430001,170318430002
1258,1455,On W Taylor St From S Loomis St To S Laflin St,W Taylor St And S Loomis St,W Taylor St And S Laflin St,"[41.869337, -87.661631]","[41.869294, -87.664064]",170312832001,170312831001
1259,1456,On W Thorndale Ave From N Greenview Ave To N Glenwood Ave,W Thorndale Ave And N Greenview Ave,W Thorndale Ave And N Glenwood Ave,"[41.9899451, -87.6675473]","[41.9899626, -87.6651244]",170310305002,170310305001
1260,1457,On W Washington Blvd From N Kostner Ave To N Kenton Ave,W Washington Blvd And N Kostner Ave,W Washington Blvd And N Kenton Ave,"[41.881942, -87.735478]","[41.881883, -87.740114]",170312603001,170312604001
1261,1458,On W Wilson Ave From N Menard Ave To N Major Ave,W Wilson Ave And N Menard Ave,W Wilson Ave And N Major Ave,"[41.9640696, -87.7722432]","[41.964116, -87.769774]",170311504012,170311504012
1262,1462,On W Jarvis Ave From N Oriole Ave To N Harlem Ave,W Jarvis Ave And N Oriole Ave,W Jarvis Ave And N Harlem Ave,"[42.015095, -87.816376]","[42.015331, -87.8066]",170310901003,170310901002
1263,1463,On W Ibsen St From N Oriole Ave To N Odell Ave,W Ibsen St And N Oriole Ave,W Ibsen St And N Odell Ave,"[42.0060043, -87.8164539]","[42.00637895, -87.81096245]",170310902004,170310902001
1264,1464,On W Granville Ave From N Greenview Ave To N Glenwood Ave,W Granville Ave And N Greenview Ave,W Granville Ave And N Glenwood Ave,"[41.994455, -87.667743]","[41.9944912, -87.6653103]",170310302003,170310302003
1265,1465,On W 118th St From S Parnell Ave To S Normal Ave,W 118th St And S Parnell Ave,W 118th St And S Normal Ave,"[41.6796952, -87.6360588]","[41.679702, -87.634739]",170315302003,170315302003
1266,1466,On W 26th St From S Keeler Ave To S Pulaski Rd,W 26th St And S Keeler Ave,W 26th St And S Pulaski Rd,"[41.844183, -87.729424]","[41.844259, -87.724545]",170313018023,170313005002
1267,1467,On W 69th St From S Wallace St To S Parnell Ave,W 69th St And S Wallace St,W 69th St And S Parnell Ave,"[41.768913, -87.640201]","[41.76894, -87.638638]",170316812003,170316812003
1268,1468,On W 79th St From S Maplewood Ave To S Western Ave,W 79th St And S Maplewood Ave,W 79th St And S Western Ave,"[41.750129, -87.686523]","[41.7500498, -87.6828628]",170317001002,170317005011
1269,1469,On W Addison St From N Mobile Ave To N Austin Ave,W Addison St And N Mobile Ave,W Addison St And N Austin Ave,"[41.945712, -87.783777]","[41.945791, -87.776466]",170311702002,170311506003
1270,1470,On W Ardmore Ave From N New Hampshire Ave To N Newark Ave,W Ardmore Ave And N New Hampshire Ave,W Ardmore Ave And N Newark Ave,"[41.9864624, -87.7985454]","[41.9864484, -87.7960885]",170311003003,170311003003
1271,1471,On W Chestnut St From N Orleans St To N Orleans St,W Chestnut St And N Orleans St,W Chestnut St And N Orleans St,"[41.898194, -87.637226]","[41.898194, -87.637226]",170310818002,170310818002
1272,1472,On W Corcoran Pl From N Menard Ave To N Parkside Ave,W Corcoran Pl And N Menard Ave,W Corcoran Pl And N Parkside Ave,"[41.887154, -87.769974]","[41.887198, -87.766732]",170312514004,170312514004
1273,1473,On W Devon Ave From N Greenview Ave To N Paulina St,W Devon Ave And N Greenview Ave,W Devon Ave And N Paulina St,"[41.9981207, -87.6679237]","[41.997985, -87.672268]",170310106003,170310303001
1274,1474,On W Elmdale Ave From N Magnolia Ave To N Broadway,W Elmdale Ave And N Magnolia Ave,W Elmdale Ave And N Broadway,"[41.990872, -87.6615587]","[41.9909234, -87.6603063]",170310302002,170310302002
1275,1475,On W Fargo Ave From N Ashland Ave To N Greenview Ave,W Fargo Ave And N Ashland Ave,W Fargo Ave And N Greenview Ave,"[42.017114, -87.67039]","[42.017136, -87.668203]",170310102021,170310103002
1276,1476,On W Fitch Ave From N Sacramento Ave To N Francisco Ave,W Fitch Ave And N Sacramento Ave,W Fitch Ave And N Francisco Ave,"[42.011083, -87.704466]","[42.011137, -87.702101]",170310203013,170310203013
1277,1477,On W Forest Preserve Ave From N Ozanam Ave To N Oketo Ave,W Forest Preserve Ave And N Ozanam Ave,W Forest Preserve Ave And N Oketo Ave,"[41.946638, -87.822075]","[41.951441, -87.812195]",170311705001,170311704004
1278,1478,On W Carroll Ave From N St Louis Ave To N Central Park Ave,W Carroll Ave And N St Louis Ave,W Carroll Ave And N Central Park Ave,"[41.8874215, -87.7136254]","[41.8873949, -87.7161148]",170318368001,170318368001
1279,1480,On W 115th St From S Yale Ave To S Wentworth Ave,W 115th St And S Yale Ave,W 115th St And S Wentworth Ave,"[41.685239, -87.628898]","[41.685259, -87.62771]",170315302004,170315302004
1280,1481,On W Leland Ave From N Linder Ave To N Long Ave,W Leland Ave And N Linder Ave,W Leland Ave And N Long Ave,"[41.9655498, -87.7648988]","[41.965578, -87.7625105]",170311503007,170311503007
1281,1482,On W Morse Ave From N Greenview Ave To N Wayne Ave,W Morse Ave And N Greenview Ave,W Morse Ave And N Wayne Ave,"[42.007918, -87.667853]","[42.0079622, -87.6650276]",170310106004,170310105013
1282,1483,On W Oak St From N Wells St To N La Salle Dr,W Oak St And N Wells St,W Oak St And N La Salle Dr,"[41.900557, -87.634342]","[41.90056, -87.632749]",170310810005,170310810003
1283,1484,On W Ogden Ave From S Keeler Ave To S Pulaski Rd,W Ogden Ave And S Keeler Ave,W Ogden Ave And S Pulaski Rd,"[41.849397, -87.729534]","[41.851089, -87.72474]",170318434001,170318434001
1284,1485,On W Polk St From S Independence Blvd To S Central Park Ave,W Polk St And S Independence Blvd,W Polk St And S Central Park Ave,"[41.8708176, -87.7196828]","[41.870851, -87.715565]",170312705001,170312705001
1285,1486,On W Roosevelt Rd From S Pulaski Rd To S Springfield Ave,W Roosevelt Rd And S Pulaski Rd,W Roosevelt Rd And S Springfield Ave,"[41.866182, -87.725157]","[41.86621, -87.722711]",170318430002,170318430002
1286,1487,On W Roosevelt Rd From S Washtenaw Ave To S Western Ave,W Roosevelt Rd And S Washtenaw Ave,W Roosevelt Rd And S Western Ave,"[41.866573, -87.693418]","[41.866698, -87.686116]",170318433001,170312827001
1287,1488,On W Thome Ave From N Greenview Ave To N Glenwood Ave,W Thome Ave And N Greenview Ave,W Thome Ave And N Glenwood Ave,"[41.995439, -87.667779]","[41.995459, -87.665338]",170310302004,170310302004
