,all_locations,api_address,lat_long,location_object,quality
1289,2948 W 59th St,"2948 W 59th St, Chicago, IL 60629","[41.786538, -87.697961]","<[OK] Bing - Geocode [2948 W 59th St, Chicago, IL 60629]>",Address
1022,300 N Avers Ave,"300 N Avers Ave, Chicago, IL 60624","[41.88541251225058, -87.72253457497048]","<[OK] Bing - Geocode [300 N Avers Ave, Chicago, IL 60624]>",Address
929,300 N California Ave,"300 N California Ave, Chicago, IL 60612","[41.886704, -87.696559]","<[OK] Bing - Geocode [300 N California Ave, Chicago, IL 60612]>",Address
964,300 N Leavitt St,"300 N Leavitt St, Chicago, IL 60612","[41.8868639, -87.6820476]","<[OK] Bing - Geocode [300 N Leavitt St, Chicago, IL 60612]>",Address
2240,300 W 60th Pl,"300 W 60th Pl, Chicago, IL 60621","[41.784566703698765, -87.63291909295857]","<[OK] Bing - Geocode [300 W 60th Pl, Chicago, IL 60621]>",Address
4019,300 W Ontario St,"300 W Ontario St, Chicago, IL 60654","[41.893398, -87.636178]","<[OK] Bing - Geocode [300 W Ontario St, Chicago, IL 60654]>",Address
1169,3000 N Octavia Ave,"3000 N Octavia Ave, Chicago, IL 60707","[41.934595, -87.809436]","<[OK] Bing - Geocode [3000 N Octavia Ave, Chicago, IL 60707]>",Address
1221,3000 N Odell Ave,"3000 N Odell Ave, Chicago, IL 60707","[41.93457, -87.810656]","<[OK] Bing - Geocode [3000 N Odell Ave, Chicago, IL 60707]>",Address
3249,3000 W 59th St,"3000 W 59th St, Chicago, IL 60629","[41.786458, -87.698659]","<[OK] Bing - Geocode [3000 W 59th St, Chicago, IL 60629]>",Address
944,3000 W Carroll Ave,"3000 W Carroll Ave, Chicago, IL 60612","[41.8879092, -87.7018463]","<[OK] Bing - Geocode [3000 W Carroll Ave, Chicago, IL 60612]>",Address
510,3014 W 39th Pl,"3014 W 39th Pl, Chicago, IL 60632","[41.822182, -87.700325]","<[OK] Bing - Geocode [3014 W 39th Pl, Chicago, IL 60632]>",Address
3241,3100 S Archer Ave,"3100 S Archer Ave, Chicago, IL 60608","[41.83762047488891, -87.66599581207548]","<[OK] Bing - Geocode [3100 S Archer Ave, Chicago, IL 60608]>",Address
2929,3100 W Carroll Ave,"3100 W Carroll Ave, Chicago, IL 60612","[41.887600385644376, -87.70347407651474]","<[OK] Bing - Geocode [3100 W Carroll Ave, Chicago, IL 60612]>",Address
941,3110 S Ashland Ave,"3110 S Ashland Ave, Chicago, IL 60608","[41.83592480294399, -87.66581251598492]","<[OK] Bing - Geocode [3110 S Ashland Ave, Chicago, IL 60608]>",Address
948,3110 W Logan Blvd,"3110 W Logan Blvd, Chicago, IL 60647","[41.92886, -87.705445]","<[OK] Bing - Geocode [3110 W Logan Blvd, Chicago, IL 60647]>",Address
1038,3116 W Logan Blvd,"3116 W Logan Blvd, Chicago, IL 60647","[41.929129, -87.705784]","<[OK] Bing - Geocode [3116 W Logan Blvd, Chicago, IL 60647]>",Address
3133,3140 N Octavia Ave,"3140 N Octavia Ave, Chicago, IL 60707","[41.9375218, -87.8094812]","<[OK] Bing - Geocode [3140 N Octavia Ave, Chicago, IL 60707]>",Address
3182,3140 N Odell Ave,"3140 N Odell Ave, Chicago, IL 60707","[41.937475, -87.81076]","<[OK] Bing - Geocode [3140 N Odell Ave, Chicago, IL 60707]>",Address
3221,3140 S Kedzie Ave,"3140 S Kedzie Ave, Chicago, IL 60623","[41.83581015388985, -87.7048210135158]","<[OK] Bing - Geocode [3140 S Kedzie Ave, Chicago, IL 60623]>",Address
3016,3158 W Logan Blvd,"3158 W Logan Blvd, Chicago, IL 60647","[41.92882042168031, -87.70671085938189]","<[OK] Bing - Geocode [3158 W Logan Blvd, Chicago, IL 60647]>",Address
2947,32 N Carpenter St,"32 N Carpenter St, Chicago, IL 60607","[41.88213961261855, -87.65328003146007]","<[OK] Bing - Geocode [32 N Carpenter St, Chicago, IL 60607]>",Address
1222,3200 N Oketo Ave,"3200 N Oketo Ave, Chicago, IL 60634","[41.93828052498003, -87.81136379979135]","<[OK] Bing - Geocode [3200 N Oketo Ave, Chicago, IL 60634]>",Address
1273,3200 N Ottawa Ave,"3200 N Ottawa Ave, Chicago, IL 60634","[41.938071193673, -87.8177902238044]","<[OK] Bing - Geocode [3200 N Ottawa Ave, Chicago, IL 60634]>",Address
1277,3200 N Paris Ave,"3200 N Paris Ave, Chicago, IL 60634","[41.93793067649081, -87.83004039011999]","<[OK] Bing - Geocode [3200 N Paris Ave, Chicago, IL 60634]>",Address
1255,3200 N Pittsburgh Ave,"3200 N Pittsburgh Ave, Chicago, IL 60634","[41.937985415690356, -87.83247359924539]","<[OK] Bing - Geocode [3200 N Pittsburgh Ave, Chicago, IL 60634]>",Address
1025,3200 N Sheffield Ave,"3200 N Sheffield Ave, Chicago, IL 60657","[41.940099, -87.654465]","<[OK] Bing - Geocode [3200 N Sheffield Ave, Chicago, IL 60657]>",Address
937,3200 S Hamilton Ave,"3200 S Hamilton Ave, Chicago, IL 60608","[41.835654937826035, -87.6791434656867]","<[OK] Bing - Geocode [3200 S Hamilton Ave, Chicago, IL 60608]>",Address
1295,3200 S Lawndale Ave,"3200 S Lawndale Ave, Chicago, IL 60623","[41.83505, -87.717328]","<[OK] Bing - Geocode [3200 S Lawndale Ave, Chicago, IL 60623]>",Address
2126,3200 W Washington Blvd,"3200 W Washington Blvd, Chicago, IL 60624","[41.882852058065716, -87.70632504237065]","<[OK] Bing - Geocode [3200 W Washington Blvd, Chicago, IL 60624]>",Address
2216,3200 W Wilson Ave,"3200 W Wilson Ave, Chicago, IL 60625","[41.96476416357236, -87.70882634502448]","<[OK] Bing - Geocode [3200 W Wilson Ave, Chicago, IL 60625]>",Address
1228,3210 N Orange Ave,"3210 N Orange Ave, Chicago, IL 60634","[41.93796838464704, -87.8238675108655]","<[OK] Bing - Geocode [3210 N Orange Ave, Chicago, IL 60634]>",Address
1275,3210 N Ozanam Ave,"3210 N Ozanam Ave, Chicago, IL 60634","[41.93802185916919, -87.82144206793961]","<[OK] Bing - Geocode [3210 N Ozanam Ave, Chicago, IL 60634]>",Address
3183,3214 N Oketo Ave,"3214 N Oketo Ave, Chicago, IL 60707","[41.938343, -87.811724]","<[OK] Bing - Geocode [3214 N Oketo Ave, Chicago, IL 60707]>",Address
1271,3214 N Osage Ave,"3214 N Osage Ave, Chicago, IL 60634","[41.938168, -87.82535]","<[OK] Bing - Geocode [3214 N Osage Ave, Chicago, IL 60634]>",Address
1276,3214 N Panama Ave,"3214 N Panama Ave, Chicago, IL 60634","[41.938275, -87.829143]","<[OK] Bing - Geocode [3214 N Panama Ave, Chicago, IL 60634]>",Address
1079,3214 N Pioneer Ave,"3214 N Pioneer Ave, Chicago, IL 60634","[41.937992416934684, -87.83127767067415]","<[OK] Bing - Geocode [3214 N Pioneer Ave, Chicago, IL 60634]>",Address
1253,3216 N Page Ave,"3216 N Page Ave, Chicago, IL 60634","[41.938306, -87.827906]","<[OK] Bing - Geocode [3216 N Page Ave, Chicago, IL 60634]>",Address
1279,3220 N Plainfield Ave,"3220 N Plainfield Ave, Chicago, IL 60634","[41.93818, -87.833956]","<[OK] Bing - Geocode [3220 N Plainfield Ave, Chicago, IL 60634]>",Address
3255,3236 S Lawndale Ave,"3236 S Lawndale Ave, Chicago, IL 60623","[41.834076, -87.717214]","<[OK] Bing - Geocode [3236 S Lawndale Ave, Chicago, IL 60623]>",Address
3233,3240 N Ottawa Ave,"3240 N Ottawa Ave, Chicago, IL 60634","[41.939177, -87.818137]","<[OK] Bing - Geocode [3240 N Ottawa Ave, Chicago, IL 60634]>",Address
3189,3242 N Orange Ave,"3242 N Orange Ave, Chicago, IL 60634","[41.939043095463575, -87.82392617202942]","<[OK] Bing - Geocode [3242 N Orange Ave, Chicago, IL 60634]>",Address
3235,3242 N Ozanam Ave,"3242 N Ozanam Ave, Chicago, IL 60634","[41.9390679318368, -87.8214895892346]","<[OK] Bing - Geocode [3242 N Ozanam Ave, Chicago, IL 60634]>",Address
1021,328 N Kedzie Ave,"328 N Kedzie Ave, Chicago, IL 60612","[41.887322, -87.706587]","<[OK] Bing - Geocode [328 N Kedzie Ave, Chicago, IL 60612]>",Address
3236,3300 N Panama Ave,"3300 N Panama Ave, Chicago, IL 60634","[41.939496, -87.829193]","<[OK] Bing - Geocode [3300 N Panama Ave, Chicago, IL 60634]>",Address
4077,3300 W Wilson Ave,"3300 W Wilson Ave, Chicago, IL 60625","[41.964934, -87.710986]","<[OK] Bing - Geocode [3300 W Wilson Ave, Chicago, IL 60625]>",Address
2917,333 N California Ave,"333 N California Ave, Chicago, IL 60612","[41.886963, -87.696284]","<[OK] Bing - Geocode [333 N California Ave, Chicago, IL 60612]>",Address
3855,333 N State St,"333 N State St, Chicago, IL 60611","[41.888583499800504, -87.62803620289388]","<[OK] Bing - Geocode [333 N State St, Chicago, IL 60611]>",Address
3216,3332 N Pittsburgh Ave,"3332 N Pittsburgh Ave, Chicago, IL 60634","[41.940263171818806, -87.8325719264391]","<[OK] Bing - Geocode [3332 N Pittsburgh Ave, Chicago, IL 60634]>",Address
3239,3346 N Plainfield Ave,"3346 N Plainfield Ave, Chicago, IL 60634","[41.940386501179006, -87.83377559478762]","<[OK] Bing - Geocode [3346 N Plainfield Ave, Chicago, IL 60634]>",Address
3217,34 N Western Ave,"34 N Western Ave, Chicago, IL 60612","[41.881401616318605, -87.68658096916087]","<[OK] Bing - Geocode [34 N Western Ave, Chicago, IL 60612]>",Address
1023,340 E Illinois St,"340 E Illinois St, Chicago, IL 60611","[41.891100553886055, -87.61748692001967]","<[OK] Bing - Geocode [340 E Illinois St, Chicago, IL 60611]>",Address
2949,340 N Leavitt St,"340 N Leavitt St, Chicago, IL 60612","[41.88679706355107, -87.68172548437795]","<[OK] Bing - Geocode [340 N Leavitt St, Chicago, IL 60612]>",Address
947,340 W Illinois St,"340 W Illinois St, Chicago, IL 60654","[41.89080618849169, -87.63724668775484]","<[OK] Bing - Geocode [340 W Illinois St, Chicago, IL 60654]>",Address
3056,3400 N Pioneer Ave,"3400 N Pioneer Ave, Chicago, IL 60634","[41.941196, -87.831721]","<[OK] Bing - Geocode [3400 N Pioneer Ave, Chicago, IL 60634]>",Address
3993,3400 W Washington Blvd,"3400 W Washington Blvd, Chicago, IL 60624","[41.882825147354254, -87.70962335504171]","<[OK] Bing - Geocode [3400 W Washington Blvd, Chicago, IL 60624]>",Address
3004,3418 N Sheffield Ave,"3418 N Sheffield Ave, Chicago, IL 60657","[41.94409, -87.654587]","<[OK] Bing - Geocode [3418 N Sheffield Ave, Chicago, IL 60657]>",Address
2924,3418 S Hamilton Ave,"3418 S Hamilton Ave, Chicago, IL 60608","[41.831539, -87.679251]","<[OK] Bing - Geocode [3418 S Hamilton Ave, Chicago, IL 60608]>",Address
3237,3444 N Paris Ave,"3444 N Paris Ave, Chicago, IL 60634","[41.942307, -87.830508]","<[OK] Bing - Geocode [3444 N Paris Ave, Chicago, IL 60634]>",Address
3231,3460 N Osage Ave,"3460 N Osage Ave, Chicago, IL 60634","[41.942925, -87.825641]","<[OK] Bing - Geocode [3460 N Osage Ave, Chicago, IL 60634]>",Address
3214,3460 N Page Ave,"3460 N Page Ave, Chicago, IL 60634","[41.942893, -87.828098]","<[OK] Bing - Geocode [3460 N Page Ave, Chicago, IL 60634]>",Address
1254,3500 N Panama Ave,"3500 N Panama Ave, Chicago, IL 60634","[41.94320653690887, -87.82901738755181]","<[OK] Bing - Geocode [3500 N Panama Ave, Chicago, IL 60634]>",Address
139,3500 N Reta Ave,"3500 N Reta Ave, Chicago, IL 60657","[41.945617, -87.650999]","<[OK] Bing - Geocode [3500 N Reta Ave, Chicago, IL 60657]>",Address
2340,3520 N Reta Ave,"3520 N Reta Ave, Chicago, IL 60657","[41.94618, -87.651012]","<[OK] Bing - Geocode [3520 N Reta Ave, Chicago, IL 60657]>",Address
909,3522 W 74th St,"3522 W 74th St, Chicago, IL 60629","[41.759054, -87.710986]","<[OK] Bing - Geocode [3522 W 74th St, Chicago, IL 60629]>",Address
1026,3540 S Leavitt St,"3540 S Leavitt St, Chicago, IL 60609","[41.82914697850603, -87.68017861894158]","<[OK] Bing - Geocode [3540 S Leavitt St, Chicago, IL 60609]>",Address
3215,3546 N Panama Ave,"3546 N Panama Ave, Chicago, IL 60634","[41.944215, -87.829344]","<[OK] Bing - Geocode [3546 N Panama Ave, Chicago, IL 60634]>",Address
2898,3552 W 74th St,"3552 W 74th St, Chicago, IL 60629","[41.759039, -87.712025]","<[OK] Bing - Geocode [3552 W 74th St, Chicago, IL 60629]>",Address
1278,3600 N Pioneer Ave,"3600 N Pioneer Ave, Chicago, IL 60634","[41.945031956708576, -87.83156713194157]","<[OK] Bing - Geocode [3600 N Pioneer Ave, Chicago, IL 60634]>",Address
949,3600 W 84th Pl,"3600 W 84th Pl, Chicago, IL 60652","[41.73978, -87.712147]","<[OK] Bing - Geocode [3600 W 84th Pl, Chicago, IL 60652]>",Address
1043,3600 W Garfield Square Dr,"3600 W Garfield Square Dr, Chicago, IL 60624","[41.89075, -87.716558]","<[OK] Bing - Geocode [3600 W Garfield Square Dr, Chicago, IL 60624]>",Address
930,3615 N Cumberland Ave,"3615 N Cumberland Ave, Chicago, IL 60634","[41.945339, -87.836062]","<[OK] Bing - Geocode [3615 N Cumberland Ave, Chicago, IL 60634]>",Address
951,3615 N Pontiac Ave,"3615 N Pontiac Ave, Chicago, IL 60634","[41.945373, -87.834883]","<[OK] Bing - Geocode [3615 N Pontiac Ave, Chicago, IL 60634]>",Address
3021,3622 W Garfield Square Dr,"3622 W Garfield Square Dr, Chicago, IL 60624","[41.89068, -87.717098]","<[OK] Bing - Geocode [3622 W Garfield Square Dr, Chicago, IL 60624]>",Address
2934,3626 W 84th Pl,"3626 W 84th Pl, Chicago, IL 60652","[41.739769, -87.713045]","<[OK] Bing - Geocode [3626 W 84th Pl, Chicago, IL 60652]>",Address
2936,3645 N Pontiac Ave,"3645 N Pontiac Ave, Chicago, IL 60634","[41.946197, -87.834913]","<[OK] Bing - Geocode [3645 N Pontiac Ave, Chicago, IL 60634]>",Address
3005,3666 S Leavitt St,"3666 S Leavitt St, Chicago, IL 60609","[41.82685563276943, -87.68014247931667]","<[OK] Bing - Geocode [3666 S Leavitt St, Chicago, IL 60609]>",Address
1212,3714 N Oleander Ave,"3714 N Oleander Ave, Chicago, IL 60634","[41.947038, -87.815875]","<[OK] Bing - Geocode [3714 N Oleander Ave, Chicago, IL 60634]>",Address
910,3725 W 84th Pl,"3725 W 84th Pl, Chicago, IL 60652","[41.740154, -87.71529]","<[OK] Bing - Geocode [3725 W 84th Pl, Chicago, IL 60652]>",Address
2899,3800 W 84th Pl,"3800 W 84th Pl, Chicago, IL 60652","[41.739775, -87.71698]","<[OK] Bing - Geocode [3800 W 84th Pl, Chicago, IL 60652]>",Address
2129,3800 W Lake St,"3800 W Lake St, Chicago, IL 60624","[41.8840767, -87.7230617]","<[OK] Bing - Geocode [3800 W Lake St, Chicago, IL 60624]>",Address
3174,3808 N Oleander Ave,"3808 N Oleander Ave, Chicago, IL 60634","[41.949194106180485, -87.81583860342226]","<[OK] Bing - Geocode [3808 N Oleander Ave, Chicago, IL 60634]>",Address
3001,388 N Avers Ave,"388 N Avers Ave, Chicago, IL 60624","[41.887797, -87.723147]","<[OK] Bing - Geocode [388 N Avers Ave, Chicago, IL 60624]>",Address
952,3900 N Paris Ave,"3900 N Paris Ave, Chicago, IL 60634","[41.950506, -87.83086]","<[OK] Bing - Geocode [3900 N Paris Ave, Chicago, IL 60634]>",Address
902,3900 S Ashland Ave,"3900 S Ashland Ave, Chicago, IL 60609","[41.822585, -87.666444]","<[OK] Bing - Geocode [3900 S Ashland Ave, Chicago, IL 60609]>",Address
1171,3912 N Olcott Ave,"3912 N Olcott Ave, Chicago, IL 60634","[41.950878, -87.814972]","<[OK] Bing - Geocode [3912 N Olcott Ave, Chicago, IL 60634]>",Address
1252,3912 N Ottawa Ave,"3912 N Ottawa Ave, Chicago, IL 60634","[41.951102, -87.818673]","<[OK] Bing - Geocode [3912 N Ottawa Ave, Chicago, IL 60634]>",Address
1172,3914 N Oleander Ave,"3914 N Oleander Ave, Chicago, IL 60634","[41.950337, -87.816139]","<[OK] Bing - Geocode [3914 N Oleander Ave, Chicago, IL 60634]>",Address
3238,3940 N Pioneer Ave,"3940 N Pioneer Ave, Chicago, IL 60634","[41.9515535, -87.8319408]","<[OK] Bing - Geocode [3940 N Pioneer Ave, Chicago, IL 60634]>",Address
2918,3941 N Cumberland Ave,"3941 N Cumberland Ave, Chicago, IL 60634","[41.951475, -87.836293]","<[OK] Bing - Geocode [3941 N Cumberland Ave, Chicago, IL 60634]>",Address
2937,3941 N Paris Ave,"3941 N Paris Ave, Chicago, IL 60634","[41.951629, -87.830205]","<[OK] Bing - Geocode [3941 N Paris Ave, Chicago, IL 60634]>",Address
3213,3958 N Ottawa Ave,"3958 N Ottawa Ave, Chicago, IL 60634","[41.951385640576824, -87.81837569448123]","<[OK] Bing - Geocode [3958 N Ottawa Ave, Chicago, IL 60634]>",Address
3135,3970 N Olcott Ave,"3970 N Olcott Ave, Chicago, IL 60634","[41.95232539314217, -87.8146615539565]","<[OK] Bing - Geocode [3970 N Olcott Ave, Chicago, IL 60634]>",Address
3136,3990 N Oleander Ave,"3990 N Oleander Ave, Chicago, IL 60634","[41.95251328079751, -87.81588282814367]","<[OK] Bing - Geocode [3990 N Oleander Ave, Chicago, IL 60634]>",Address
1919,400 E 109th St,"400 E 109th St, Chicago, IL 60628","[41.696636, -87.613254]","<[OK] Bing - Geocode [400 E 109th St, Chicago, IL 60628]>",Address
1040,400 W Barry Ave,"400 W Barry Ave, Chicago, IL 60657","[41.93784, -87.639578]","<[OK] Bing - Geocode [400 W Barry Ave, Chicago, IL 60657]>",Address
2892,4000 S Ashland Ave,"4000 S Ashland Ave, Chicago, IL 60609","[41.8205445, -87.6648972]","<[OK] Bing - Geocode [4000 S Ashland Ave, Chicago, IL 60609]>",Address
3996,4000 W Lake St,"4000 W Lake St, Chicago, IL 60624","[41.8848083, -87.7258083]","<[OK] Bing - Geocode [4000 W Lake St, Chicago, IL 60624]>",Address
2202,4015 W Newport Ave,"4015 W Newport Ave, Chicago, IL 60641","[41.943739, -87.728017]","<[OK] Bing - Geocode [4015 W Newport Ave, Chicago, IL 60641]>",Address
3812,402 E 109th St,"402 E 109th St, Chicago, IL 60628","[41.69641435863286, -87.61318290534884]","<[OK] Bing - Geocode [402 E 109th St, Chicago, IL 60628]>",Address
1290,402 W 95th St,"402 W 95th St, Chicago, IL 60628","[41.7222523, -87.6340564]","<[OK] Bing - Geocode [402 W 95th St, Chicago, IL 60628]>",Address
2025,404 N Western Ave,"404 N Western Ave, Chicago, IL 60612","[41.888777, -87.687006]","<[OK] Bing - Geocode [404 N Western Ave, Chicago, IL 60612]>",Address
526,4055 W Arthington St,"4055 W Arthington St, Chicago, IL 60624","[41.869749, -87.727279]","<[OK] Bing - Geocode [4055 W Arthington St, Chicago, IL 60624]>",Address
517,409 W 80th St,"409 W 80th St, Chicago, IL 60620","[41.748682, -87.635511]","<[OK] Bing - Geocode [409 W 80th St, Chicago, IL 60620]>",Address
4064,4148 W Newport Ave,"4148 W Newport Ave, Chicago, IL 60641","[41.94398988741031, -87.73088673557733]","<[OK] Bing - Geocode [4148 W Newport Ave, Chicago, IL 60641]>",Address
917,4236 N Whipple St,"4236 N Whipple St, Chicago, IL 60618","[41.958679, -87.704808]","<[OK] Bing - Geocode [4236 N Whipple St, Chicago, IL 60618]>",Address
3000,424 N Kedzie Ave,"424 N Kedzie Ave, Chicago, IL 60612","[41.88910307468861, -87.70644213839844]","<[OK] Bing - Geocode [424 N Kedzie Ave, Chicago, IL 60612]>",Address
514,431 N Troy St,"431 N Troy St, Chicago, IL 60612","[41.88911, -87.704767]","<[OK] Bing - Geocode [431 N Troy St, Chicago, IL 60612]>",Address
3018,440 W Barry Ave,"440 W Barry Ave, Chicago, IL 60657","[41.938038, -87.641151]","<[OK] Bing - Geocode [440 W Barry Ave, Chicago, IL 60657]>",Address
2906,4400 N Whipple St,"4400 N Whipple St, Chicago, IL 60625","[41.961299, -87.704746]","<[OK] Bing - Geocode [4400 N Whipple St, Chicago, IL 60625]>",Address
1028,4400 W 59th St,"4400 W 59th St, Chicago, IL 60629","[41.786002, -87.732862]","<[OK] Bing - Geocode [4400 W 59th St, Chicago, IL 60629]>",Address
512,4420 S Sacramento Ave,"4420 S Sacramento Ave, Chicago, IL 60632","[41.812657, -87.699923]","<[OK] Bing - Geocode [4420 S Sacramento Ave, Chicago, IL 60632]>",Address
931,4440 N Kedzie Ave,"4440 N Kedzie Ave, Chicago, IL 60625","[41.9623858, -87.7085628]","<[OK] Bing - Geocode [4440 N Kedzie Ave, Chicago, IL 60625]>",Address
988,4558 W 59th St,"4558 W 59th St, Chicago, IL 60629","[41.786047, -87.737457]","<[OK] Bing - Geocode [4558 W 59th St, Chicago, IL 60629]>",Address
3967,4631 N Keating Ave,"4631 N Keating Ave, Chicago, IL 60630","[41.965375, -87.746079]","<[OK] Bing - Geocode [4631 N Keating Ave, Chicago, IL 60630]>",Address
2099,4637 N Keating Ave,"4637 N Keating Ave, Chicago, IL 60630","[41.965492, -87.746083]","<[OK] Bing - Geocode [4637 N Keating Ave, Chicago, IL 60630]>",Address
4089,4642 S Wells St,"4642 S Wells St, Chicago, IL 60609","[41.810791136345536, -87.63201993466018]","<[OK] Bing - Geocode [4642 S Wells St, Chicago, IL 60609]>",Address
961,4645 N Broadway,"4645 N Broadway, Chicago, IL 60640","[41.966709, -87.657963]","<[OK] Bing - Geocode [4645 N Broadway, Chicago, IL 60640]>",Address
3885,4647 N Keating Ave,"4647 N Keating Ave, Chicago, IL 60630","[41.965802, -87.746093]","<[OK] Bing - Geocode [4647 N Keating Ave, Chicago, IL 60630]>",Address
3915,4670 N Broadway,"4670 N Broadway, Chicago, IL 60640","[41.967034583851444, -87.65858831773743]","<[OK] Bing - Geocode [4670 N Broadway, Chicago, IL 60640]>",Address
1758,4700 S Damen Ave,"4700 S Damen Ave, Chicago, IL 60609","[41.808391897644064, -87.67473880650923]","<[OK] Bing - Geocode [4700 S Damen Ave, Chicago, IL 60609]>",Address
1262,4700 S Morgan St,"4700 S Morgan St, Chicago, IL 60609","[41.80779089709728, -87.65040426149247]","<[OK] Bing - Geocode [4700 S Morgan St, Chicago, IL 60609]>",Address
2174,4700 W Leland Ave,"4700 W Leland Ave, Chicago, IL 60630","[41.96609096516933, -87.75687597480616]","<[OK] Bing - Geocode [4700 W Leland Ave, Chicago, IL 60630]>",Address
2946,4701 N Broadway,"4701 N Broadway, Chicago, IL 60640","[41.967331, -87.658604]","<[OK] Bing - Geocode [4701 N Broadway, Chicago, IL 60640]>",Address
2919,4722 N Kedzie Ave,"4722 N Kedzie Ave, Chicago, IL 60625","[41.967304, -87.708682]","<[OK] Bing - Geocode [4722 N Kedzie Ave, Chicago, IL 60625]>",Address
4038,4726 W Leland Ave,"4726 W Leland Ave, Chicago, IL 60630","[41.966088498822, -87.75739011499664]","<[OK] Bing - Geocode [4726 W Leland Ave, Chicago, IL 60630]>",Address
918,4812 W Patterson Ave,"4812 W Patterson Ave, Chicago, IL 60641","[41.947098303091856, -87.74753930508709]","<[OK] Bing - Geocode [4812 W Patterson Ave, Chicago, IL 60641]>",Address
