,Unnamed: 0,project_number,location_name,year_range,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
3083,3083,[170 -04] 39029,On W Cermak Rd From S Karlov Ave To S Harding Ave,2019-2023,W Cermak Rd And S Karlov Ave,W Cermak Rd And S Harding Ave,"[41.851441, -87.727176]","[41.8515706, -87.7235289]",170318434001,170312924002
3084,3084,[170 -04] 39029,10400-10450 S State St,2019-2023,10400 S State St,10450 S State St,"[41.70519999677576, -87.62354060944698]","[41.703825, -87.623769]",170314910001,170314910001
3085,3085,[170 -04] 39029,On W 118th St From S Parnell Ave To S Normal Ave,2019-2023,W 118th St And S Parnell Ave,W 118th St And S Normal Ave,"[41.6796952, -87.6360588]","[41.679702, -87.634739]",170315302003,170315302003
3086,3086,[170 -04] 39029,On W Lexington St From S Independence Blvd To S Central Park Ave,2019-2023,W Lexington St And S Independence Blvd,W Lexington St And S Central Park Ave,"[41.871669, -87.720312]","[41.871764, -87.715601]",170312609001,170312705001
3087,3087,[170 -04] 39029,On W North Ave From N Hamlin Ave To N Kimball Ave,2019-2023,W North Ave And N Hamlin Ave,W North Ave And N Kimball Ave,"[41.90373, -87.7214667499919]","[42.002811, -87.714248]",170312307003,"[42.002811, -87.714248]"
3088,3088,[170 -04] 39029,On W North Shore Ave From N Ravenswood Ave To N Hermitage Ave,2019-2023,W North Shore Ave And N Ravenswood Ave,W North Shore Ave And N Hermitage Ave,"[42.0034789, -87.6751845]","[42.0034997, -87.6739519]",170318306004,170318306002
3089,3089,[170 -04] 39029,On W Ogden Ave From S California Blvd To S Washtenaw Ave,2019-2023,W Ogden Ave And S California Blvd,W Ogden Ave And S Washtenaw Ave,"[41.861494, -87.695776]","[41.862214, -87.693273]",170318431001,170318433001
3090,3090,[170 -04] 39029,On W Ogden Ave From S Homan Ave To S Albany Ave,2019-2023,W Ogden Ave And S Homan Ave,W Ogden Ave And S Albany Ave,"[41.856286, -87.710261]","[41.858617, -87.702908]",170312922001,170318431002
3091,3091,[170 -04] 39029,On W Ogden Ave From S Millard Ave To S Albany Ave,2019-2023,W Ogden Ave And S Millard Ave,W Ogden Ave And S Albany Ave,"[41.8542447, -87.7160166]","[41.858617, -87.702908]",170318414002,170318431002
3092,3092,[170 -04] 39029,On W Palatine Ave From N Olcott Ave To N Avondale Ave,2019-2023,W Palatine Ave And N Olcott Ave,W Palatine Ave And N Avondale Ave,"[41.9954616, -87.8136394]","[41.995493, -87.807446]",170311003005,170310903001
3093,3093,[170 -04] 39029,On W Roosevelt Rd From S Independence Blvd To S Avers Ave,2019-2023,W Roosevelt Rd And S Independence Blvd,W Roosevelt Rd And S Avers Ave,"[41.8662562, -87.7194997]","[41.86623, -87.721494]",170318430001,170318430002
3094,3094,[170 -04] 39029,On W Roosevelt Rd From S St Louis Ave To S Spaulding Ave,2019-2023,W Roosevelt Rd And S St Louis Ave,W Roosevelt Rd And S Spaulding Ave,"[41.866337, -87.712973]","[41.866398, -87.708108]",170318430001,170318430001
3095,3095,[170 -04] 39029,On W Taylor St From S Loomis St To S Laflin St,2019-2023,W Taylor St And S Loomis St,W Taylor St And S Laflin St,"[41.869337, -87.661631]","[41.869294, -87.664064]",170312832001,170312831001
3096,3096,[170 -04] 39029,On W Thorndale Ave From N Greenview Ave To N Glenwood Ave,2019-2023,W Thorndale Ave And N Greenview Ave,W Thorndale Ave And N Glenwood Ave,"[41.9899451, -87.6675473]","[41.9899626, -87.6651244]",170310305002,170310305001
3097,3097,[170 -04] 39029,On W Washington Blvd From N Kostner Ave To N Kenton Ave,2019-2023,W Washington Blvd And N Kostner Ave,W Washington Blvd And N Kenton Ave,"[41.881942, -87.735478]","[41.881883, -87.740114]",170312603001,170312604001
3098,3098,[170 -04] 39029,On W Washington Blvd From N Talman Ave To N Leavitt St,2019-2023,W Washington Blvd And N Talman Ave,W Washington Blvd And N Leavitt St,"[41.882967, -87.69225]","[41.8830685, -87.6816033]",170318371002,170318378001
3099,3099,[170 -04] 39029,On W Wilson Ave From N Menard Ave To N Major Ave,2019-2023,W Wilson Ave And N Menard Ave,W Wilson Ave And N Major Ave,"[41.9640696, -87.7722432]","[41.964116, -87.769774]",170311504012,170311504012
3100,3100,[170 -04] 39029,E 111th St And S Indiana Ave,2019-2023,E 111th St And S Indiana Ave,None,"[41.692648, -87.61826]",None,170314914003,None
3101,3101,[170 -04] 39029,N Oleander Ave And W Grace St,2019-2023,N Oleander Ave And W Grace St,None,"[41.948749, -87.81565]",None,170311704004,None
3102,3102,[170 -04] 39029,S Emerald Ave And W 106th St,2019-2023,S Emerald Ave And W 106th St,None,"[41.701481, -87.641461]",None,170314911005,None
3103,3103,[170 -04] 39029,On W Jarvis Ave From N Oriole Ave To N Harlem Ave,2019-2023,W Jarvis Ave And N Oriole Ave,W Jarvis Ave And N Harlem Ave,"[42.0160414000167, -87.6692769000023]","[42.015331, -87.8066]",170310103004,170310901002
3104,3104,[170 -04] 39029,S Lawndale Ave And W 32nd St,2019-2023,S Lawndale Ave And W 32nd St,None,"[41.835178, -87.716994]",None,170318305003,None
3105,3105,[170 -04] 39029,On W Ibsen St From N Oriole Ave To N Odell Ave,2019-2023,W Ibsen St And N Oriole Ave,W Ibsen St And N Odell Ave,"[42.0060043, -87.8164539]","[42.00637895, -87.81096245]",170310902004,170310902001
3106,3106,[170 -04] 39029,On W Foster Ave From N Normandy Ave To N Nashville Ave,2019-2023,W Foster Ave And N Normandy Ave,W Foster Ave And N Nashville Ave,"[41.975569, -87.793937]","[41.975581, -87.791518]",170311007002,170311007002
3107,3107,[170 -04] 39029,On W 26th St From S Keeler Ave To S Pulaski Rd,2019-2023,W 26th St And S Keeler Ave,W 26th St And S Pulaski Rd,"[41.844183, -87.729424]","[41.844259, -87.724545]",170313018023,170313005002
3108,3108,[170 -04] 39029,On W 69th St From S Wallace St To S Parnell Ave,2019-2023,W 69th St And S Wallace St,W 69th St And S Parnell Ave,"[41.768913, -87.640201]","[41.76894, -87.638638]",170316812003,170316812003
3109,3109,[170 -04] 39029,On W 79th St From S Maplewood Ave To S Western Ave,2019-2023,W 79th St And S Maplewood Ave,W 79th St And S Western Ave,"[41.750129, -87.686523]","[41.7500498, -87.6828628]",170317001002,170317005011
3110,3110,[170 -04] 39029,On W 88th St From S Racine Ave To S Halsted St,2019-2023,W 88th St And S Racine Ave,W 88th St And S Halsted St,"[41.7341, -87.653296]","[41.734307, -87.643644]",170317114003,170317114002
3111,3111,[170 -04] 39029,On W 95th St From S Morgan St To S Halsted St,2019-2023,W 95th St And S Morgan St,W 95th St And S Halsted St,"[41.721325, -87.64806]","[41.721495, -87.643279]",170317304001,170317304001
3112,3112,[170 -04] 39029,On W 99th St From S Morgan St To S Halsted St,2019-2023,W 99th St And S Morgan St,W 99th St And S Halsted St,"[41.714136, -87.647854]","[41.714214, -87.643121]",170317306003,170317304003
3113,3113,[170 -04] 39029,On W Addison St From N Mobile Ave To N Austin Ave,2019-2023,W Addison St And N Mobile Ave,W Addison St And N Austin Ave,"[41.945712, -87.783777]","[41.945791, -87.776466]",170311702002,170311506003
3114,3114,[170 -04] 39029,On W Ardmore Ave From N New Hampshire Ave To N Newark Ave,2019-2023,W Ardmore Ave And N New Hampshire Ave,W Ardmore Ave And N Newark Ave,"[41.9864624, -87.7985454]","[41.9864484, -87.7960885]",170311003003,170311003003
3115,3115,[170 -04] 39029,On W Carroll Ave From N St Louis Ave To N Central Park Ave,2019-2023,W Carroll Ave And N St Louis Ave,W Carroll Ave And N Central Park Ave,"[41.8874215, -87.7136254]","[41.8873949, -87.7161148]",170318368001,170318368001
3116,3116,[170 -04] 39029,On W Chestnut St From N Orleans St To N Orleans St,2019-2023,W Chestnut St And N Orleans St,W Chestnut St And N Orleans St,"[41.898194, -87.637226]","[41.898194, -87.637226]",170310818002,170310818002
3117,3117,[170 -04] 39029,On W Corcoran Pl From N Menard Ave To N Parkside Ave,2019-2023,W Corcoran Pl And N Menard Ave,W Corcoran Pl And N Parkside Ave,"[41.887154, -87.769974]","[41.887198, -87.766732]",170312514004,170312514004
3118,3118,[170 -04] 39029,On W Devon Ave From N Greenview Ave To N Paulina St,2019-2023,W Devon Ave And N Greenview Ave,W Devon Ave And N Paulina St,"[41.9981207, -87.6679237]","[41.997985, -87.672268]",170310106003,170310303001
3119,3119,[170 -04] 39029,On W Elmdale Ave From N Magnolia Ave To N Broadway,2019-2023,W Elmdale Ave And N Magnolia Ave,W Elmdale Ave And N Broadway,"[41.990872, -87.6615587]","[41.9909234, -87.6603063]",170310302002,170310302002
3120,3120,[170 -04] 39029,On W Fargo Ave From N Ashland Ave To N Greenview Ave,2019-2023,W Fargo Ave And N Ashland Ave,W Fargo Ave And N Greenview Ave,"[42.017114, -87.67039]","[42.017136, -87.668203]",170310102021,170310103002
3121,3121,[170 -04] 39029,On W Fitch Ave From N Sacramento Ave To N Francisco Ave,2019-2023,W Fitch Ave And N Sacramento Ave,W Fitch Ave And N Francisco Ave,"[42.011083, -87.704466]","[42.011137, -87.702101]",170310203013,170310203013
3122,3122,[170 -04] 39029,On W Forest Preserve Ave From N Olcott Ave To W Irving Park Rd,2019-2023,W Forest Preserve Ave And N Olcott Ave,W Forest Preserve Ave And W Irving Park Rd,"[41.950161, -87.814917]","[41.95273, -87.809453]",170311704004,"[41.95273, -87.809453]"
3123,3123,[170 -04] 39029,On W Forest Preserve Ave From N Ozanam Ave To N Oketo Ave,2019-2023,W Forest Preserve Ave And N Ozanam Ave,W Forest Preserve Ave And N Oketo Ave,"[41.946574, -87.822011]","[41.951544, -87.81221]",170311705001,170311704004
3124,3124,[170 -04] 39029,On W Granville Ave From N Greenview Ave To N Glenwood Ave,2019-2023,W Granville Ave And N Greenview Ave,W Granville Ave And N Glenwood Ave,"[41.994455, -87.667743]","[41.9944912, -87.6653103]",170310302003,170310302003
3125,3125,[170 -04] 39029,W Forest Preserve Ave And N Ottawa Ave,2019-2023,W Forest Preserve Ave And N Ottawa Ave,None,"[41.94847, -87.818351]",None,170311704004,None
3126,3126,[170 -04] 39743,On E 69th Pl From S Dorchester Ave To S Stony Island Ave,2019-2023,E 69th Pl And S Dorchester Ave,E 69th Pl And S Stony Island Ave,"[41.7687417, -87.5910977]","[41.768773, -87.586349]",170314303003,170314302003
3127,3127,[170 -04] 39743,On N Melvina Ave From W Catalpa Ave To W Rascher Ave,2019-2023,N Melvina Ave And W Catalpa Ave,N Melvina Ave And W Rascher Ave,"[41.9810773, -87.7835402]","[41.9802014, -87.7835249]",170311103001,170311103001
3128,3128,[170 -04] 39743,On N Monitor Ave From N Marmora Ave To W Catalpa Ave,2019-2023,N Monitor Ave And N Marmora Ave,N Monitor Ave And W Catalpa Ave,"[41.9820179, -87.7756452]","[41.9810609, -87.7744248]",170311102002,170311102002
3129,3129,[170 -04] 39743,On N Mozart St From W Ainslie St To W Argyle St,2019-2023,N Mozart St And W Ainslie St,N Mozart St And W Argyle St,"[41.970717, -87.699975]","[41.972172, -87.700037]",170310403003,170310403003
3130,3130,[170 -04] 39743,On N Neva Ave From W Diversey Ave To W Schubert Ave,2019-2023,N Neva Ave And W Diversey Ave,N Neva Ave And W Schubert Ave,"[41.930811, -87.805226]","[41.9289662, -87.805194]",170311801005,170318316003
3131,3131,[170 -04] 39743,On N Northcott Ave From W Hurlbut St To W Somerset Ave,2019-2023,N Northcott Ave And W Hurlbut St,N Northcott Ave And W Somerset Ave,"[41.985903, -87.791457]","[41.98428, -87.78836]",170311003001,170311003001
3132,3132,[170 -04] 39743,On N Ottawa Ave From W Ardmore Ave To W Thorndale Ave,2019-2023,N Ottawa Ave And W Ardmore Ave,N Ottawa Ave And W Thorndale Ave,"[41.985152, -87.818029]","[41.986964, -87.81803]",170311004003,170311004003
3133,3133,[170 -04] 39743,On N Ottawa Ave From W Rosedale Ave To W Peterson Ave,2019-2023,N Ottawa Ave And W Rosedale Ave,N Ottawa Ave And W Peterson Ave,"[41.9879458, -87.8180417]","[41.9887636, -87.8179343]",170311004002,170311004003
3134,3134,[170 -04] 39743,On N Ozanam Ave From N Kennedy Express Er To W Bryn Mawr Ave,2019-2023,N Ozanam Ave And N Kennedy Express Er,N Ozanam Ave And W Bryn Mawr Ave,"[41.9836391, -87.82173975]","[41.981437, -87.821771]",170311005004,170311005004
3135,3135,[170 -04] 39743,On N Parkside Ave From W West End Ave To W Fulton St,2019-2023,N Parkside Ave And W West End Ave,N Parkside Ave And W Fulton St,"[41.884218, -87.766604]","[41.8857, -87.766665]",170312520001,170312520001
3136,3136,[170 -04] 39743,On N Racine Ave From W Hubbard St To W Kinzie St,2019-2023,N Racine Ave And W Hubbard St,N Racine Ave And W Kinzie St,"[41.890004, -87.657375]","[41.8889499, -87.6569745]",170312434002,170312435001
3137,3137,[170 -04] 39743,On N Sacramento Ave From W Logan Blvd To W Altgeld St,2019-2023,N Sacramento Ave And W Logan Blvd,N Sacramento Ave And W Altgeld St,"[41.9284443, -87.7023995]","[41.92663, -87.702346]",170312204002,170312204002
3138,3138,[170 -04] 39743,On N Sangamon St From N Milwaukee Ave To W Huron St,2019-2023,N Sangamon St And N Milwaukee Ave,N Sangamon St And W Huron St,"[41.893816, -87.6513185]","[41.895036, -87.651119]",170312435002,170312435002
3139,3139,[170 -04] 39743,On N Seminary Ave From W Dickens Ave To W Armitage Ave,2019-2023,N Seminary Ave And W Dickens Ave,N Seminary Ave And W Armitage Ave,"[41.919909, -87.655813]","[41.918049, -87.6557917]",170310710002,170318326002
3140,3140,[170 -04] 39743,On N Springfield Ave From W Ohio St To W Ferdinand St,2019-2023,N Springfield Ave And W Ohio St,N Springfield Ave And W Ferdinand St,"[41.8917221, -87.7235339]","[41.8898785, -87.723498]",170312315006,170312315005
3141,3141,[170 -04] 39743,On N Talman Ave From W Logan Blvd To W Schubert Ave,2019-2023,N Talman Ave And W Logan Blvd,N Talman Ave And W Schubert Ave,"[41.9282169, -87.693842]","[41.930288, -87.693909]",170312203001,170312203001
3142,3142,[170 -04] 39743,On N Troy St From W Chicago Ave To W Ohio St,2019-2023,N Troy St And W Chicago Ave,N Troy St And W Ohio St,"[41.895576, -87.705349]","[41.891903, -87.705212]",170318366001,170318367002
3143,3143,[170 -04] 39743,On N Wabash Ave From E Grand Ave To E Superior St,2019-2023,N Wabash Ave And E Grand Ave,N Wabash Ave And E Superior St,"[41.891706, -87.626697]","[41.895708, -87.626822]",170310815002,170310815002
3144,3144,[170 -04] 39743,On N Wabash Ave From W West End Ave  To W Fulton St,2019-2023,N Wabash Ave And W West End Ave ,N Wabash Ave And W Fulton St,"[41.88984205, -87.6266563999905]","[41.8992640000006, -87.6269025000211]",170310815003,170310812011
3145,3145,[170 -04] 39743,On N Washtenaw Ave From W Albion Ave To W Devon Ave,2019-2023,N Washtenaw Ave And W Albion Ave,N Washtenaw Ave And W Devon Ave,"[42.0012269, -87.6972906]","[41.997595, -87.697222]",170310206023,170310208023
3146,3146,[170 -04] 39743,On N Washtenaw Ave From W Birchwood Ave To W Fargo Ave,2019-2023,N Washtenaw Ave And W Birchwood Ave,N Washtenaw Ave And W Fargo Ave,"[42.017575, -87.697273]","[42.0166681, -87.6972938]",170310202004,170310202004
3147,3147,[170 -04] 39743,On N Washtenaw Ave From W Thorndale Ave To W Ardmore Ave,2019-2023,N Washtenaw Ave And W Thorndale Ave,N Washtenaw Ave And W Ardmore Ave,"[41.9885863, -87.6969119]","[41.9867639, -87.6968579]",170310208012,170310208013
3148,3148,[170 -04] 39743,On S Rockwell St From W 54th St To W 55th St,2019-2023,S Rockwell St And W 54th St,S Rockwell St And W 55th St,"[41.7956308, -87.6889636]","[41.793818, -87.688925]",170316305002,170316305002
3149,3149,[170 -04] 39743,On N Willard Ct From W Superior St To W Huron St,2019-2023,N Willard Ct And W Superior St,N Willard Ct And W Huron St,"[41.895313, -87.658462]","[41.8944022, -87.6584549]",170312434001,170312434001
3150,3150,[170 -04] 39743,On S Aberdeen St From W 77th St To W 79th St,2019-2023,S Aberdeen St And W 77th St,S Aberdeen St And W 79th St,"[41.754175, -87.651406]","[41.750539, -87.651324]",170317102003,170317108005
3151,3151,[170 -04] 39743,On N Meade Ave From N Avondale Ave To W Balmoral Ave,2019-2023,N Meade Ave And N Avondale Ave,N Meade Ave And W Balmoral Ave,"[41.980074, -87.780791]","[41.9792892, -87.7808984]",170311103001,170311103002
3152,3152,[170 -04] 39743,On N Mcvicker Ave From N Northwest Hwy To W Bryn Mawr Ave,2019-2023,N Mcvicker Ave And N Northwest Hwy,N Mcvicker Ave And W Bryn Mawr Ave,"[41.981244, -87.779332]","[41.982869, -87.779227]",170311102002,170311102002
3153,3153,[170 -04] 39743,On S Aberdeen St From W 85th St To W 87th St,2019-2023,S Aberdeen St And W 85th St,S Aberdeen St And W 87th St,"[41.7395927, -87.6509899]","[41.735912, -87.650925]",170317110003,170317114002
3154,3154,[170 -04] 39743,On N Marmora Ave From W Bryn Mawr Ave To W Catalpa Ave,2019-2023,N Marmora Ave And W Bryn Mawr Ave,N Marmora Ave And W Catalpa Ave,"[41.982873, -87.775622]","[41.981066, -87.775661]",170311102002,170311102002
3155,3155,[170 -04] 39743,On N May St From W Kinzie St To W Hubbard St,2019-2023,N May St And W Kinzie St,N May St And W Hubbard St,"[41.8889591, -87.6557182]","[41.890019, -87.655774]",170318330002,170312435001
3156,3156,[170 -04] 39743,On E 73rd St From S Cottage Grove Ave To S South Chicago Ave,2019-2023,E 73rd St And S Cottage Grove Ave,E 73rd St And S South Chicago Ave,"[41.762215, -87.605502]","[41.762275, -87.60052]",170316909002,170318418001
3157,3157,[170 -04] 39743,On E 73rd St From S Eberhart Ave To S Rhodes Ave,2019-2023,E 73rd St And S Eberhart Ave,E 73rd St And S Rhodes Ave,"[41.762088, -87.612768]","[41.762108, -87.611566]",170316909005,170316909003
3158,3158,[170 -04] 39743,On E 75th St From S Drexel Ave To S Ingleside Ave,2019-2023,E 75th St And S Drexel Ave,E 75th St And S Ingleside Ave,"[41.758594, -87.602948]","[41.758608, -87.601736]",170316915001,170316915001
3159,3159,[170 -04] 39743,On N Aberdeen St From W Kinzie St To W Hubbard St,2019-2023,N Aberdeen St And W Kinzie St,N Aberdeen St And W Hubbard St,"[41.888967, -87.654564]","[41.890026, -87.654597]",170318330001,170312435001
3160,3160,[170 -04] 39743,On N Albany Ave From W Carmen Ave To W Argyle St,2019-2023,N Albany Ave And W Carmen Ave,N Albany Ave And W Argyle St,"[41.9739684, -87.706205]","[41.972105, -87.706136]",170311401001,170311401002
3161,3161,[170 -04] 39743,On N Avers Ave From W Ohio St To W Ferdinand St,2019-2023,N Avers Ave And W Ohio St,N Avers Ave And W Ferdinand St,"[41.891737, -87.722317]","[41.889899, -87.722273]",170312315006,170312315005
3162,3162,[170 -04] 39743,On N Canfield Ave From W Bryn Mawr Ave To W Balmoral Ave,2019-2023,N Canfield Ave And W Bryn Mawr Ave,N Canfield Ave And W Balmoral Ave,"[41.981377, -87.823713]","[41.977748, -87.824181]",170311005004,170311005004
3163,3163,[170 -04] 39743,On N Clark St From W Randolph St To W Calhoun Pl,2019-2023,N Clark St And W Randolph St,N Clark St And W Calhoun Pl,"[41.884509, -87.630926]","[41.882588, -87.630899]",170318391001,170318391001
3164,3164,[170 -04] 39743,On N Elizabeth St From W Madison St To W Washington Blvd,2019-2023,N Elizabeth St And W Madison St,N Elizabeth St And W Washington Blvd,"[41.881648, -87.658767]","[41.882982, -87.658801]",170318330002,170318330002
3165,3165,[170 -04] 39743,On N Fairfield Ave From W Albion Ave To W Devon Ave,2019-2023,N Fairfield Ave And W Albion Ave,N Fairfield Ave And W Devon Ave,"[42.0012269, -87.6985183]","[41.997576, -87.698437]",170310206011,170310208023
3166,3166,[170 -04] 39743,On N Hamlin Ave From W Belmont Ave To N Milwaukee Ave,2019-2023,N Hamlin Ave And W Belmont Ave,N Hamlin Ave And N Milwaukee Ave,"[41.939177, -87.722312]","[41.937017, -87.720422]",170318311004,170312105011
3167,3167,[170 -04] 39743,On N California Ave From W Eisenhower Expy To W Harrison St,2019-2023,N California Ave And W Eisenhower Expy,N California Ave And W Harrison St,"[41.9340198348771, -87.6975997500535]","[42.0189947, -87.6996023500021]",170312109002,170310202003
3168,3168,[170 -04] 39743,On N Janssen Ave From W Grace St To W Addison St,2019-2023,N Janssen Ave And W Grace St,N Janssen Ave And W Addison St,"[41.950691, -87.66573]","[41.947081, -87.665211]",170310604001,170310604002
3169,3169,[170 -04] 39743,On N Keeler Ave From W Devon Ave To W Granville Ave,2019-2023,N Keeler Ave And W Devon Ave,N Keeler Ave And W Granville Ave,"[41.997149, -87.733782]","[41.9937036, -87.7337414]",170311203001,170311203001
3170,3170,[170 -04] 39743,On N Kenneth Ave From W Carmen Ave To W Ainslie St,2019-2023,N Kenneth Ave And W Carmen Ave,N Kenneth Ave And W Ainslie St,"[41.9736022, -87.7393416]","[41.969965, -87.73921]",170311404004,170311404004
3171,3171,[170 -04] 39743,On N Kildare Ave From W Devon Ave To W Granville Ave,2019-2023,N Kildare Ave And W Devon Ave,N Kildare Ave And W Granville Ave,"[41.997147, -87.736214]","[41.993705, -87.7361575]",170311203005,170311203001
3172,3172,[170 -04] 39743,On N Magnolia Ave From W Thorndale Ave To W Rosedale Ave,2019-2023,N Magnolia Ave And W Thorndale Ave,N Magnolia Ave And W Rosedale Ave,"[41.9899813, -87.661537]","[41.988993, -87.661545]",170310302002,170310305001
3173,3173,[170 -04] 39743,On N Kilpatrick Ave From N Sauganash Ave To N Hiawatha Ave,2019-2023,N Kilpatrick Ave And N Sauganash Ave,N Kilpatrick Ave And N Hiawatha Ave,"[41.9947528, -87.7428317]","[41.9916767, -87.7454214]",170311203006,170311203006
3174,3174,[170 -04] 39743,On N Knox Ave From N Hiawatha Ave To N Ionia Ave,2019-2023,N Knox Ave And N Hiawatha Ave,N Knox Ave And N Ionia Ave,"[41.9911904, -87.7443842]","[41.9927645, -87.7430654]",170311203004,170311203006
3175,3175,[170 -04] 39743,On N Kolmar Ave From W Rosemont Ave To N Sauganash Ave,2019-2023,N Kolmar Ave And W Rosemont Ave,N Kolmar Ave And N Sauganash Ave,"[41.9956383, -87.7422906]","[41.9947528, -87.7428317]",170311203005,170311203006
3176,3176,[170 -04] 39743,On N Lakewood Ave From W Rosemont Ave To W Granville Ave,2019-2023,N Lakewood Ave And W Rosemont Ave,N Lakewood Ave And W Granville Ave,"[41.9963881, -87.662971]","[41.9945112, -87.6629017]",170310302001,170310302002
3177,3177,[170 -04] 39743,On N Leavitt St From W North Ave To W Division St,2019-2023,N Leavitt St And W North Ave,N Leavitt St And W Division St,"[41.910408, -87.682346]","[41.903126, -87.682146]",170312405001,170312412001
3178,3178,[170 -04] 39743,On N Lowell Ave From W Devon Ave To W Granville Ave,2019-2023,N Lowell Ave And W Devon Ave,N Lowell Ave And W Granville Ave,"[41.997152, -87.737432]","[41.9937235, -87.7373922]",170311203005,170311203005
3179,3179,[170 -04] 39743,On N Harding Ave From W Ohio St To W Ferdinand St,2019-2023,N Harding Ave And W Ohio St,N Harding Ave And W Ferdinand St,"[41.891724, -87.72473]","[41.889879, -87.724662]",170312315006,170312315005
3180,3180,[170 -04] 39743,On N Ozark Ave From W Peterson Ave To W Rosedale Ave,2019-2023,N Ozark Ave And W Peterson Ave,N Ozark Ave And W Rosedale Ave,"[41.9887059, -87.8204496]","[41.9876235, -87.8204563]",170311004002,170311004002
3181,3181,[170 -04] 39743,On N Overhill Ave From W Higgins Ave To W Bryn Mawr Ave,2019-2023,N Overhill Ave And W Higgins Ave,N Overhill Ave And W Bryn Mawr Ave,"[41.983168, -87.819275]","[41.981501, -87.81929]",170311005004,170311005004
3182,3182,[170 -04] 39743,On N Ottawa Ave From W Higgins Ave To W Bryn Mawr Ave,2019-2023,N Ottawa Ave And W Higgins Ave,N Ottawa Ave And W Bryn Mawr Ave,"[41.98294, -87.818024]","[41.981541, -87.818067]",170311005004,170311005004
3183,3183,[170 -04] 39743,On N Orleans St From W Wisconsin St To W Menomonee St,2019-2023,N Orleans St And W Wisconsin St,N Orleans St And W Menomonee St,"[41.9165214, -87.6375414]","[41.9147684, -87.6374831]",170310715004,170310715004
3184,3184,[170 -04] 39743,On N Meade Ave From N Northwest Hwy To W Bryn Mawr Ave,2019-2023,N Meade Ave And N Northwest Hwy,N Meade Ave And W Bryn Mawr Ave,"[41.981899, -87.780514]","[41.982872, -87.78042]",170311102002,170311102002
3185,3185,[170 -04] 39743,On N Neva Ave From N Avondale Ave To W Hood Ave,2019-2023,N Neva Ave And N Avondale Ave,N Neva Ave And W Hood Ave,"[41.995088, -87.805535]","[41.9923278, -87.8056391]",170311002005,170311003004
3186,3186,[170 -04] 39743,On N Moody Ave From N Avondale Ave To W Foster Ave,2019-2023,N Moody Ave And N Avondale Ave,N Moody Ave And W Foster Ave,"[41.980866, -87.782198]","[41.975626, -87.782353]",170311103001,170311103003
3187,3187,[170 -04] 39743,On N Melvina Ave From W Foster Ave To W Balmoral Ave,2019-2023,N Melvina Ave And W Foster Ave,N Melvina Ave And W Balmoral Ave,"[41.975619, -87.783038]","[41.979288, -87.7835513]",170311103003,"[41.979288, -87.7835513]"
3188,3188,[170 -04] 39743,On N Peoria St From W Erie St To W Huron St,2019-2023,N Peoria St And W Erie St,N Peoria St And W Huron St,"[41.8933435, -87.6500686]","[41.8950597, -87.6501288]",170312435002,170312435002
3189,3189,[170 -04] 39743,On N Northcott Ave From N Neva Ave To N Nickerson Ave,2019-2023,N Northcott Ave And N Neva Ave,N Northcott Ave And N Nickerson Ave,"[41.9933538, -87.805641]","[41.9923479, -87.8038498]",170311003004,170311003004
3190,3190,[170 -04] 39743,On N Racine Ave From W Kinzie St To W Hubbard St,2019-2023,N Racine Ave And W Kinzie St,N Racine Ave And W Hubbard St,"[41.8889499, -87.6569745]","[41.890004, -87.657375]",170312435001,170312434002
3191,3191,[170 -04] 39743,On S Aberdeen St From W 73rd St To W 74th St,2019-2023,S Aberdeen St And W 73rd St,S Aberdeen St And W 74th St,"[41.761459, -87.65161]","[41.759641, -87.651561]",170316814002,170316814002
3192,3192,[170 -04] 39743,On N Sawyer Ave From W Huron St To W Chicago Ave,2019-2023,N Sawyer Ave And W Huron St,N Sawyer Ave And W Chicago Ave,"[41.893711, -87.70772]","[41.895555, -87.707804]",170318367001,170318366001
3193,3193,[170 -04] 39743,On N Seminary Ave From W Diversey School Ct To N Lincoln Ave,2019-2023,N Seminary Ave And W Diversey School Ct,N Seminary Ave And N Lincoln Ave,"[41.932172, -87.655818]","[41.930746, -87.656157]",170310704001,170310704001
3194,3194,[170 -04] 39743,On N Talman Ave From W Albion Ave To W Devon Ave,2019-2023,N Talman Ave And W Albion Ave,N Talman Ave And W Devon Ave,"[42.0012508, -87.6960675]","[41.99762, -87.696008]",170310206023,170310208023
3195,3195,[170 -04] 39743,On N Throop St From W Chicago Ave To W Huron St,2019-2023,N Throop St And W Chicago Ave,N Throop St And W Huron St,"[41.896214, -87.660435]","[41.8943723, -87.6603754]",170318423001,170312434001
3196,3196,[170 -04] 39743,On N Union Ave From W Grand Ave To W Hubbard St,2019-2023,N Union Ave And W Grand Ave,N Union Ave And W Hubbard St,"[41.8912077, -87.6458148]","[41.8901, -87.645794]",170318423002,170318423002
3197,3197,[170 -04] 39743,On N Wabash Ave From E Wacker Pl To E Madison St,2019-2023,N Wabash Ave And E Wacker Pl,N Wabash Ave And E Madison St,"[41.8867767, -87.6262953]","[41.8821205, -87.6262227]",170313201002,170313201001
3198,3198,[170 -04] 39743,On N Waller Ave From W Chicago Ave To W Ohio St,2019-2023,N Waller Ave And W Chicago Ave,N Waller Ave And W Ohio St,"[41.894832, -87.767935]","[41.8910696, -87.7678049]",170312513002,170312514002
